"Key","Adv","ObDate","FcstDate","WindField","NE","SE","SW","NW"
"AL142016",22,2016-10-03 15:00:00,2016-10-04 12:00:00,50,70,70,40,50
"AL142016",22,2016-10-03 15:00:00,2016-10-05 00:00:00,50,80,70,50,60
"AL142016",22,2016-10-03 15:00:00,2016-10-05 12:00:00,50,80,80,50,60
"AL142016",22,2016-10-03 15:00:00,2016-10-06 12:00:00,50,90,90,50,70
"AL142016",22,2016-10-03 15:00:00,2016-10-04 00:00:00,34,160,110,90,110
"AL142016",22,2016-10-03 15:00:00,2016-10-04 12:00:00,34,160,120,90,110
"AL142016",22,2016-10-03 15:00:00,2016-10-05 00:00:00,34,170,150,100,115
"AL142016",22,2016-10-03 15:00:00,2016-10-05 12:00:00,34,180,150,100,140
"AL142016",22,2016-10-03 15:00:00,2016-10-06 12:00:00,34,200,180,120,160
"AL142016",21,2016-10-03 09:00:00,2016-10-03 18:00:00,64,25,25,20,25
"AL142016",21,2016-10-03 09:00:00,2016-10-04 06:00:00,64,25,25,20,25
"AL142016",21,2016-10-03 09:00:00,2016-10-04 18:00:00,64,30,30,20,25
"AL142016",21,2016-10-03 09:00:00,2016-10-03 18:00:00,50,50,50,40,50
"AL142016",21,2016-10-03 09:00:00,2016-10-04 06:00:00,50,60,50,40,50
"AL142016",21,2016-10-03 09:00:00,2016-10-04 18:00:00,50,70,60,50,60
"AL142016",21,2016-10-03 09:00:00,2016-10-05 06:00:00,50,80,80,50,60
"AL142016",21,2016-10-03 09:00:00,2016-10-06 06:00:00,50,90,80,50,60
"AL142016",21,2016-10-03 09:00:00,2016-10-03 18:00:00,34,170,100,90,110
"AL142016",21,2016-10-03 09:00:00,2016-10-04 06:00:00,34,160,100,90,120
"AL142016",21,2016-10-03 09:00:00,2016-10-04 18:00:00,34,160,110,90,140
"AL142016",21,2016-10-03 09:00:00,2016-10-05 06:00:00,34,180,140,100,150
"AL142016",21,2016-10-03 09:00:00,2016-10-06 06:00:00,34,180,170,100,150
"AL142016",20,2016-10-03 03:00:00,2016-10-03 12:00:00,64,20,20,20,20
"AL142016",20,2016-10-03 03:00:00,2016-10-04 00:00:00,64,25,25,20,25
"AL142016",20,2016-10-03 03:00:00,2016-10-04 12:00:00,64,30,30,20,25
"AL142016",20,2016-10-03 03:00:00,2016-10-03 12:00:00,50,50,40,30,40
"AL142016",20,2016-10-03 03:00:00,2016-10-04 00:00:00,50,60,40,30,50
"AL142016",20,2016-10-03 03:00:00,2016-10-04 12:00:00,50,70,60,50,60
"AL142016",20,2016-10-03 03:00:00,2016-10-05 00:00:00,50,80,80,50,60
"AL142016",20,2016-10-03 03:00:00,2016-10-06 00:00:00,50,90,80,50,60
"AL142016",20,2016-10-03 03:00:00,2016-10-03 12:00:00,34,170,70,60,110
"AL142016",20,2016-10-03 03:00:00,2016-10-04 00:00:00,34,180,90,70,130
"AL142016",20,2016-10-03 03:00:00,2016-10-04 12:00:00,34,180,120,90,150
"AL142016",20,2016-10-03 03:00:00,2016-10-05 00:00:00,34,180,140,100,150
"AL142016",20,2016-10-03 03:00:00,2016-10-06 00:00:00,34,180,170,100,150
"AL142016",19,2016-10-02 21:00:00,2016-10-03 06:00:00,64,20,20,15,15
"AL142016",19,2016-10-02 21:00:00,2016-10-03 18:00:00,64,30,25,15,25
"AL142016",19,2016-10-02 21:00:00,2016-10-04 06:00:00,64,30,30,20,25
"AL142016",19,2016-10-02 21:00:00,2016-10-03 06:00:00,50,50,40,30,50
"AL142016",19,2016-10-02 21:00:00,2016-10-03 18:00:00,50,60,40,30,50
"AL142016",19,2016-10-02 21:00:00,2016-10-04 06:00:00,50,70,60,50,60
"AL142016",19,2016-10-02 21:00:00,2016-10-04 18:00:00,50,80,80,50,60
"AL142016",19,2016-10-02 21:00:00,2016-10-05 18:00:00,50,90,80,50,60
"AL142016",19,2016-10-02 21:00:00,2016-10-03 06:00:00,34,180,80,70,140
"AL142016",19,2016-10-02 21:00:00,2016-10-03 18:00:00,34,180,100,70,150
"AL142016",19,2016-10-02 21:00:00,2016-10-04 06:00:00,34,180,120,90,150
"AL142016",19,2016-10-02 21:00:00,2016-10-04 18:00:00,34,180,140,100,150
"AL142016",19,2016-10-02 21:00:00,2016-10-05 18:00:00,34,180,170,100,150
"AL142016",18,2016-10-02 15:00:00,2016-10-03 00:00:00,64,20,20,15,15
"AL142016",18,2016-10-02 15:00:00,2016-10-03 12:00:00,64,30,25,15,25
"AL142016",18,2016-10-02 15:00:00,2016-10-04 00:00:00,64,30,30,20,25
"AL142016",18,2016-10-02 15:00:00,2016-10-03 00:00:00,50,50,40,30,50
"AL142016",18,2016-10-02 15:00:00,2016-10-03 12:00:00,50,60,40,30,50
"AL142016",18,2016-10-02 15:00:00,2016-10-04 00:00:00,50,70,60,50,60
"AL142016",18,2016-10-02 15:00:00,2016-10-04 12:00:00,50,80,80,50,60
"AL142016",18,2016-10-02 15:00:00,2016-10-05 12:00:00,50,90,80,50,60
"AL142016",18,2016-10-02 15:00:00,2016-10-03 00:00:00,34,180,80,70,140
"AL142016",18,2016-10-02 15:00:00,2016-10-03 12:00:00,34,180,100,70,150
"AL142016",18,2016-10-02 15:00:00,2016-10-04 00:00:00,34,180,120,90,150
"AL142016",18,2016-10-02 15:00:00,2016-10-04 12:00:00,34,180,140,100,150
"AL142016",18,2016-10-02 15:00:00,2016-10-05 12:00:00,34,180,170,100,150
"AL142016",17,2016-10-02 09:00:00,2016-10-02 18:00:00,64,20,20,15,15
"AL142016",17,2016-10-02 09:00:00,2016-10-03 06:00:00,64,25,25,15,25
"AL142016",17,2016-10-02 09:00:00,2016-10-03 18:00:00,64,30,30,20,25
"AL142016",17,2016-10-02 09:00:00,2016-10-02 18:00:00,50,50,40,30,50
"AL142016",17,2016-10-02 09:00:00,2016-10-03 06:00:00,50,60,40,30,50
"AL142016",17,2016-10-02 09:00:00,2016-10-03 18:00:00,50,70,60,50,60
"AL142016",17,2016-10-02 09:00:00,2016-10-04 06:00:00,50,80,80,50,60
"AL142016",17,2016-10-02 09:00:00,2016-10-05 06:00:00,50,90,80,50,60
"AL142016",17,2016-10-02 09:00:00,2016-10-02 18:00:00,34,180,80,70,160
"AL142016",17,2016-10-02 09:00:00,2016-10-03 06:00:00,34,180,100,70,160
"AL142016",17,2016-10-02 09:00:00,2016-10-03 18:00:00,34,180,120,90,150
"AL142016",17,2016-10-02 09:00:00,2016-10-04 06:00:00,34,180,140,100,130
"AL142016",17,2016-10-02 09:00:00,2016-10-05 06:00:00,34,180,170,100,150
"AL142016",16,2016-10-02 03:00:00,2016-10-02 12:00:00,64,20,20,15,15
"AL142016",16,2016-10-02 03:00:00,2016-10-03 00:00:00,64,25,25,15,25
"AL142016",16,2016-10-02 03:00:00,2016-10-03 12:00:00,64,30,30,20,25
"AL142016",16,2016-10-02 03:00:00,2016-10-02 12:00:00,50,50,40,30,50
"AL142016",16,2016-10-02 03:00:00,2016-10-03 00:00:00,50,60,40,30,50
"AL142016",16,2016-10-02 03:00:00,2016-10-03 12:00:00,50,70,60,50,60
"AL142016",16,2016-10-02 03:00:00,2016-10-04 00:00:00,50,80,80,50,60
"AL142016",16,2016-10-02 03:00:00,2016-10-05 00:00:00,50,90,80,50,60
"AL142016",16,2016-10-02 03:00:00,2016-10-02 12:00:00,34,180,80,70,160
"AL142016",16,2016-10-02 03:00:00,2016-10-03 00:00:00,34,180,100,70,160
"AL142016",16,2016-10-02 03:00:00,2016-10-03 12:00:00,34,180,120,90,150
"AL142016",16,2016-10-02 03:00:00,2016-10-04 00:00:00,34,180,140,100,130
"AL142016",16,2016-10-02 03:00:00,2016-10-05 00:00:00,34,180,170,100,150
"AL142016",15,2016-10-01 21:00:00,2016-10-02 06:00:00,64,20,20,15,15
"AL142016",15,2016-10-01 21:00:00,2016-10-02 18:00:00,64,25,25,15,25
"AL142016",15,2016-10-01 21:00:00,2016-10-03 06:00:00,64,30,30,20,25
"AL142016",15,2016-10-01 21:00:00,2016-10-02 06:00:00,50,50,40,30,50
"AL142016",15,2016-10-01 21:00:00,2016-10-02 18:00:00,50,60,40,30,50
"AL142016",15,2016-10-01 21:00:00,2016-10-03 06:00:00,50,70,60,50,60
"AL142016",15,2016-10-01 21:00:00,2016-10-03 18:00:00,50,80,80,50,60
"AL142016",15,2016-10-01 21:00:00,2016-10-04 18:00:00,50,90,80,50,60
"AL142016",15,2016-10-01 21:00:00,2016-10-02 06:00:00,34,180,80,70,160
"AL142016",15,2016-10-01 21:00:00,2016-10-02 18:00:00,34,180,105,70,160
"AL142016",15,2016-10-01 21:00:00,2016-10-03 06:00:00,34,180,120,90,150
"AL142016",15,2016-10-01 21:00:00,2016-10-03 18:00:00,34,180,140,100,130
"AL142016",15,2016-10-01 21:00:00,2016-10-04 18:00:00,34,180,170,100,150
"AL142016",14,2016-10-01 15:00:00,2016-10-02 00:00:00,64,25,20,20,25
"AL142016",14,2016-10-01 15:00:00,2016-10-02 12:00:00,64,30,25,20,30
"AL142016",14,2016-10-01 15:00:00,2016-10-03 00:00:00,64,40,35,25,40
"AL142016",14,2016-10-01 15:00:00,2016-10-02 00:00:00,50,70,40,30,70
"AL142016",14,2016-10-01 15:00:00,2016-10-02 12:00:00,50,80,40,30,70
"AL142016",14,2016-10-01 15:00:00,2016-10-03 00:00:00,50,80,65,40,70
"AL142016",14,2016-10-01 15:00:00,2016-10-03 12:00:00,50,80,70,50,70
"AL142016",14,2016-10-01 15:00:00,2016-10-04 12:00:00,50,100,80,50,80
"AL142016",14,2016-10-01 15:00:00,2016-10-02 00:00:00,34,170,70,50,160
"AL142016",14,2016-10-01 15:00:00,2016-10-02 12:00:00,34,170,100,60,160
"AL142016",14,2016-10-01 15:00:00,2016-10-03 00:00:00,34,170,110,70,150
"AL142016",14,2016-10-01 15:00:00,2016-10-03 12:00:00,34,170,130,80,140
"AL142016",14,2016-10-01 15:00:00,2016-10-04 12:00:00,34,180,160,100,140
"AL142016",13,2016-10-01 09:00:00,2016-10-01 18:00:00,64,30,20,20,30
"AL142016",13,2016-10-01 09:00:00,2016-10-02 06:00:00,64,40,30,20,30
"AL142016",13,2016-10-01 09:00:00,2016-10-02 18:00:00,64,40,30,20,30
"AL142016",13,2016-10-01 09:00:00,2016-10-01 18:00:00,50,90,40,30,70
"AL142016",13,2016-10-01 09:00:00,2016-10-02 06:00:00,50,80,40,30,70
"AL142016",13,2016-10-01 09:00:00,2016-10-02 18:00:00,50,80,50,40,60
"AL142016",13,2016-10-01 09:00:00,2016-10-03 06:00:00,50,80,50,40,60
"AL142016",13,2016-10-01 09:00:00,2016-10-04 06:00:00,50,100,70,50,60
"AL142016",13,2016-10-01 09:00:00,2016-10-01 18:00:00,34,160,80,50,150
"AL142016",13,2016-10-01 09:00:00,2016-10-02 06:00:00,34,150,90,60,140
"AL142016",13,2016-10-01 09:00:00,2016-10-02 18:00:00,34,150,100,70,130
"AL142016",13,2016-10-01 09:00:00,2016-10-03 06:00:00,34,170,120,70,140
"AL142016",13,2016-10-01 09:00:00,2016-10-04 06:00:00,34,180,160,100,140
"AL142016",12,2016-10-01 03:00:00,2016-10-01 12:00:00,64,30,20,20,30
"AL142016",12,2016-10-01 03:00:00,2016-10-02 00:00:00,64,40,30,20,30
"AL142016",12,2016-10-01 03:00:00,2016-10-02 12:00:00,64,35,30,20,30
"AL142016",12,2016-10-01 03:00:00,2016-10-01 12:00:00,50,90,40,30,70
"AL142016",12,2016-10-01 03:00:00,2016-10-02 00:00:00,50,80,40,30,70
"AL142016",12,2016-10-01 03:00:00,2016-10-02 12:00:00,50,80,50,40,60
"AL142016",12,2016-10-01 03:00:00,2016-10-03 00:00:00,50,80,50,40,60
"AL142016",12,2016-10-01 03:00:00,2016-10-04 00:00:00,50,100,70,50,60
"AL142016",12,2016-10-01 03:00:00,2016-10-01 12:00:00,34,160,80,50,150
"AL142016",12,2016-10-01 03:00:00,2016-10-02 00:00:00,34,150,90,60,140
"AL142016",12,2016-10-01 03:00:00,2016-10-02 12:00:00,34,150,100,70,130
"AL142016",12,2016-10-01 03:00:00,2016-10-03 00:00:00,34,170,120,70,140
"AL142016",12,2016-10-01 03:00:00,2016-10-04 00:00:00,34,180,160,100,140
"AL142016",11,2016-09-30 21:00:00,2016-10-01 06:00:00,64,30,20,20,30
"AL142016",11,2016-09-30 21:00:00,2016-10-01 18:00:00,64,35,25,20,30
"AL142016",11,2016-09-30 21:00:00,2016-10-02 06:00:00,64,35,25,20,35
"AL142016",11,2016-09-30 21:00:00,2016-10-01 06:00:00,50,90,40,30,70
"AL142016",11,2016-09-30 21:00:00,2016-10-01 18:00:00,50,80,40,30,70
"AL142016",11,2016-09-30 21:00:00,2016-10-02 06:00:00,50,80,50,40,60
"AL142016",11,2016-09-30 21:00:00,2016-10-02 18:00:00,50,80,50,40,60
"AL142016",11,2016-09-30 21:00:00,2016-10-03 18:00:00,50,100,70,50,60
"AL142016",11,2016-09-30 21:00:00,2016-10-01 06:00:00,34,160,80,50,150
"AL142016",11,2016-09-30 21:00:00,2016-10-01 18:00:00,34,150,90,60,140
"AL142016",11,2016-09-30 21:00:00,2016-10-02 06:00:00,34,150,100,70,130
"AL142016",11,2016-09-30 21:00:00,2016-10-02 18:00:00,34,170,120,70,140
"AL142016",11,2016-09-30 21:00:00,2016-10-03 18:00:00,34,180,160,100,140
"AL142016",10,2016-09-30 15:00:00,2016-10-01 00:00:00,64,30,20,20,30
"AL142016",10,2016-09-30 15:00:00,2016-10-01 12:00:00,64,30,25,20,30
"AL142016",10,2016-09-30 15:00:00,2016-10-02 00:00:00,64,35,25,25,35
"AL142016",10,2016-09-30 15:00:00,2016-10-01 00:00:00,50,80,40,30,80
"AL142016",10,2016-09-30 15:00:00,2016-10-01 12:00:00,50,80,40,30,70
"AL142016",10,2016-09-30 15:00:00,2016-10-02 00:00:00,50,80,40,40,60
"AL142016",10,2016-09-30 15:00:00,2016-10-02 12:00:00,50,80,50,40,60
"AL142016",10,2016-09-30 15:00:00,2016-10-03 12:00:00,50,90,60,50,60
"AL142016",10,2016-09-30 15:00:00,2016-10-01 00:00:00,34,160,90,50,160
"AL142016",10,2016-09-30 15:00:00,2016-10-01 12:00:00,34,150,90,60,150
"AL142016",10,2016-09-30 15:00:00,2016-10-02 00:00:00,34,150,100,60,130
"AL142016",10,2016-09-30 15:00:00,2016-10-02 12:00:00,34,150,110,70,120
"AL142016",10,2016-09-30 15:00:00,2016-10-03 12:00:00,34,170,150,100,130
"AL142016",9,2016-09-30 09:00:00,2016-09-30 18:00:00,64,40,20,20,40
"AL142016",9,2016-09-30 09:00:00,2016-10-01 06:00:00,64,50,25,25,40
"AL142016",9,2016-09-30 09:00:00,2016-10-01 18:00:00,64,50,25,25,40
"AL142016",9,2016-09-30 09:00:00,2016-09-30 18:00:00,50,90,40,30,60
"AL142016",9,2016-09-30 09:00:00,2016-10-01 06:00:00,50,90,50,30,60
"AL142016",9,2016-09-30 09:00:00,2016-10-01 18:00:00,50,90,50,30,60
"AL142016",9,2016-09-30 09:00:00,2016-10-02 06:00:00,50,90,50,30,50
"AL142016",9,2016-09-30 09:00:00,2016-10-03 06:00:00,50,90,60,40,60
"AL142016",9,2016-09-30 09:00:00,2016-09-30 18:00:00,34,150,80,50,140
"AL142016",9,2016-09-30 09:00:00,2016-10-01 06:00:00,34,140,60,50,140
"AL142016",9,2016-09-30 09:00:00,2016-10-01 18:00:00,34,140,60,50,140
"AL142016",9,2016-09-30 09:00:00,2016-10-02 06:00:00,34,140,90,60,120
"AL142016",9,2016-09-30 09:00:00,2016-10-03 06:00:00,34,140,120,65,120
"AL142016",8,2016-09-30 06:00:00,2016-09-30 12:00:00,64,50,20,20,40
"AL142016",8,2016-09-30 06:00:00,2016-10-01 00:00:00,64,50,25,25,45
"AL142016",8,2016-09-30 06:00:00,2016-10-01 12:00:00,64,50,30,25,30
"AL142016",8,2016-09-30 06:00:00,2016-09-30 12:00:00,50,90,40,25,60
"AL142016",8,2016-09-30 06:00:00,2016-10-01 00:00:00,50,90,50,30,50
"AL142016",8,2016-09-30 06:00:00,2016-10-01 12:00:00,50,80,50,30,50
"AL142016",8,2016-09-30 06:00:00,2016-10-02 00:00:00,50,80,50,30,50
"AL142016",8,2016-09-30 06:00:00,2016-10-03 00:00:00,50,80,50,30,50
"AL142016",8,2016-09-30 06:00:00,2016-09-30 12:00:00,34,150,60,50,140
"AL142016",8,2016-09-30 06:00:00,2016-10-01 00:00:00,34,140,60,50,140
"AL142016",8,2016-09-30 06:00:00,2016-10-01 12:00:00,34,140,60,50,140
"AL142016",8,2016-09-30 06:00:00,2016-10-02 00:00:00,34,140,60,60,140
"AL142016",8,2016-09-30 06:00:00,2016-10-03 00:00:00,34,140,80,60,140
"AL142016",7,2016-09-30 03:00:00,2016-09-30 12:00:00,64,50,20,15,20
"AL142016",7,2016-09-30 03:00:00,2016-10-01 00:00:00,64,30,20,10,20
"AL142016",7,2016-09-30 03:00:00,2016-10-01 12:00:00,64,30,20,10,20
"AL142016",7,2016-09-30 03:00:00,2016-09-30 12:00:00,50,90,40,25,60
"AL142016",7,2016-09-30 03:00:00,2016-10-01 00:00:00,50,80,40,20,40
"AL142016",7,2016-09-30 03:00:00,2016-10-01 12:00:00,50,80,40,20,40
"AL142016",7,2016-09-30 03:00:00,2016-10-02 00:00:00,50,70,40,30,40
"AL142016",7,2016-09-30 03:00:00,2016-10-03 00:00:00,50,70,40,30,40
"AL142016",7,2016-09-30 03:00:00,2016-09-30 12:00:00,34,150,60,50,140
"AL142016",7,2016-09-30 03:00:00,2016-10-01 00:00:00,34,140,60,50,140
"AL142016",7,2016-09-30 03:00:00,2016-10-01 12:00:00,34,140,60,50,140
"AL142016",7,2016-09-30 03:00:00,2016-10-02 00:00:00,34,140,60,60,140
"AL142016",7,2016-09-30 03:00:00,2016-10-03 00:00:00,34,140,80,60,140
"AL142016",6,2016-09-29 21:00:00,2016-09-30 06:00:00,64,50,20,NA,20
"AL142016",6,2016-09-29 21:00:00,2016-09-30 18:00:00,64,30,20,10,20
"AL142016",6,2016-09-29 21:00:00,2016-10-01 06:00:00,64,30,20,10,20
"AL142016",6,2016-09-29 21:00:00,2016-09-30 06:00:00,50,90,60,20,60
"AL142016",6,2016-09-29 21:00:00,2016-09-30 18:00:00,50,80,40,20,40
"AL142016",6,2016-09-29 21:00:00,2016-10-01 06:00:00,50,80,40,20,40
"AL142016",6,2016-09-29 21:00:00,2016-10-01 18:00:00,50,70,40,30,40
"AL142016",6,2016-09-29 21:00:00,2016-10-02 18:00:00,50,70,40,30,40
"AL142016",6,2016-09-29 21:00:00,2016-09-30 06:00:00,34,150,90,50,140
"AL142016",6,2016-09-29 21:00:00,2016-09-30 18:00:00,34,140,90,50,140
"AL142016",6,2016-09-29 21:00:00,2016-10-01 06:00:00,34,140,90,50,140
"AL142016",6,2016-09-29 21:00:00,2016-10-01 18:00:00,34,140,90,60,140
"AL142016",6,2016-09-29 21:00:00,2016-10-02 18:00:00,34,140,90,60,140
"AL142016",5,2016-09-29 15:00:00,2016-09-30 12:00:00,64,30,20,NA,20
"AL142016",5,2016-09-29 15:00:00,2016-10-01 00:00:00,64,30,20,10,20
"AL142016",5,2016-09-29 15:00:00,2016-09-30 00:00:00,50,90,NA,NA,50
"AL142016",5,2016-09-29 15:00:00,2016-09-30 12:00:00,50,70,40,20,40
"AL142016",5,2016-09-29 15:00:00,2016-10-01 00:00:00,50,70,40,20,40
"AL142016",5,2016-09-29 15:00:00,2016-10-01 12:00:00,50,70,40,20,40
"AL142016",5,2016-09-29 15:00:00,2016-10-02 12:00:00,50,70,40,30,40
"AL142016",5,2016-09-29 15:00:00,2016-09-30 00:00:00,34,160,100,50,150
"AL142016",5,2016-09-29 15:00:00,2016-09-30 12:00:00,34,140,90,50,140
"AL142016",5,2016-09-29 15:00:00,2016-10-01 00:00:00,34,140,90,50,140
"AL142016",5,2016-09-29 15:00:00,2016-10-01 12:00:00,34,140,90,50,140
"AL142016",5,2016-09-29 15:00:00,2016-10-02 12:00:00,34,140,90,60,140
"AL142016",4,2016-09-29 09:00:00,2016-09-30 06:00:00,64,30,20,NA,20
"AL142016",4,2016-09-29 09:00:00,2016-09-30 18:00:00,64,30,20,NA,20
"AL142016",4,2016-09-29 09:00:00,2016-09-29 18:00:00,50,70,30,NA,50
"AL142016",4,2016-09-29 09:00:00,2016-09-30 06:00:00,50,50,40,20,40
"AL142016",4,2016-09-29 09:00:00,2016-09-30 18:00:00,50,50,40,20,40
"AL142016",4,2016-09-29 09:00:00,2016-10-01 06:00:00,50,50,40,20,40
"AL142016",4,2016-09-29 09:00:00,2016-10-02 06:00:00,50,60,40,30,50
"AL142016",4,2016-09-29 09:00:00,2016-09-29 18:00:00,34,160,80,NA,80
"AL142016",4,2016-09-29 09:00:00,2016-09-30 06:00:00,34,120,80,50,80
"AL142016",4,2016-09-29 09:00:00,2016-09-30 18:00:00,34,120,80,50,100
"AL142016",4,2016-09-29 09:00:00,2016-10-01 06:00:00,34,120,80,50,100
"AL142016",4,2016-09-29 09:00:00,2016-10-02 06:00:00,34,120,80,60,100
"AL142016",3,2016-09-29 03:00:00,2016-09-30 00:00:00,64,30,20,NA,20
"AL142016",3,2016-09-29 03:00:00,2016-09-30 12:00:00,64,30,20,NA,20
"AL142016",3,2016-09-29 03:00:00,2016-09-29 12:00:00,50,70,30,NA,NA
"AL142016",3,2016-09-29 03:00:00,2016-09-30 00:00:00,50,50,40,20,40
"AL142016",3,2016-09-29 03:00:00,2016-09-30 12:00:00,50,50,40,20,40
"AL142016",3,2016-09-29 03:00:00,2016-10-01 00:00:00,50,50,40,20,40
"AL142016",3,2016-09-29 03:00:00,2016-10-02 00:00:00,50,60,40,30,50
"AL142016",3,2016-09-29 03:00:00,2016-09-29 12:00:00,34,160,80,NA,80
"AL142016",3,2016-09-29 03:00:00,2016-09-30 00:00:00,34,120,80,50,80
"AL142016",3,2016-09-29 03:00:00,2016-09-30 12:00:00,34,120,80,50,100
"AL142016",3,2016-09-29 03:00:00,2016-10-01 00:00:00,34,120,80,50,100
"AL142016",3,2016-09-29 03:00:00,2016-10-02 00:00:00,34,120,80,60,100
"AL142016",2,2016-09-28 21:00:00,2016-09-30 06:00:00,64,30,20,NA,20
"AL142016",2,2016-09-28 21:00:00,2016-09-29 06:00:00,50,100,30,NA,NA
"AL142016",2,2016-09-28 21:00:00,2016-09-29 18:00:00,50,70,30,NA,30
"AL142016",2,2016-09-28 21:00:00,2016-09-30 06:00:00,50,50,40,20,40
"AL142016",2,2016-09-28 21:00:00,2016-09-30 18:00:00,50,50,40,20,40
"AL142016",2,2016-09-28 21:00:00,2016-10-01 18:00:00,50,60,40,30,50
"AL142016",2,2016-09-28 21:00:00,2016-09-29 06:00:00,34,160,80,NA,80
"AL142016",2,2016-09-28 21:00:00,2016-09-29 18:00:00,34,140,80,40,80
"AL142016",2,2016-09-28 21:00:00,2016-09-30 06:00:00,34,120,80,50,80
"AL142016",2,2016-09-28 21:00:00,2016-09-30 18:00:00,34,120,80,50,100
"AL142016",2,2016-09-28 21:00:00,2016-10-01 18:00:00,34,120,80,60,110
"AL142016",1,2016-09-28 15:00:00,2016-09-29 00:00:00,50,100,NA,NA,NA
"AL142016",1,2016-09-28 15:00:00,2016-09-29 12:00:00,50,50,NA,NA,30
"AL142016",1,2016-09-28 15:00:00,2016-09-30 00:00:00,50,50,40,20,40
"AL142016",1,2016-09-28 15:00:00,2016-09-30 12:00:00,50,50,40,20,40
"AL142016",1,2016-09-28 15:00:00,2016-10-01 12:00:00,50,50,40,30,50
"AL142016",1,2016-09-28 15:00:00,2016-09-29 00:00:00,34,160,80,NA,60
"AL142016",1,2016-09-28 15:00:00,2016-09-29 12:00:00,34,140,80,40,70
"AL142016",1,2016-09-28 15:00:00,2016-09-30 00:00:00,34,130,80,50,80
"AL142016",1,2016-09-28 15:00:00,2016-09-30 12:00:00,34,120,80,50,100
"AL142016",1,2016-09-28 15:00:00,2016-10-01 12:00:00,34,120,80,60,110
"AL132016",14,2016-09-23 03:00:00,2016-09-23 12:00:00,34,130,NA,NA,70
"AL132016",13,2016-09-22 21:00:00,2016-09-23 06:00:00,34,130,NA,NA,70
"AL132016",13,2016-09-22 21:00:00,2016-09-23 18:00:00,34,120,20,NA,70
"AL132016",12,2016-09-22 15:00:00,2016-09-23 00:00:00,34,150,NA,NA,80
"AL132016",12,2016-09-22 15:00:00,2016-09-23 12:00:00,34,140,20,NA,80
"AL132016",12,2016-09-22 15:00:00,2016-09-24 00:00:00,34,110,40,NA,80
"AL132016",11,2016-09-22 09:00:00,2016-09-22 18:00:00,34,110,60,NA,70
"AL132016",10,2016-09-22 03:00:00,2016-09-22 12:00:00,34,110,60,NA,70
"AL132016",10,2016-09-22 03:00:00,2016-09-23 00:00:00,34,110,60,NA,70
"AL132016",9,2016-09-21 21:00:00,2016-09-22 06:00:00,34,110,60,NA,50
"AL132016",9,2016-09-21 21:00:00,2016-09-22 18:00:00,34,110,70,NA,50
"AL132016",9,2016-09-21 21:00:00,2016-09-23 06:00:00,34,110,70,NA,50
"AL132016",8,2016-09-21 15:00:00,2016-09-22 00:00:00,50,30,NA,NA,NA
"AL132016",8,2016-09-21 15:00:00,2016-09-22 00:00:00,34,110,70,20,50
"AL132016",8,2016-09-21 15:00:00,2016-09-22 12:00:00,34,110,80,20,60
"AL132016",8,2016-09-21 15:00:00,2016-09-23 00:00:00,34,100,80,30,60
"AL132016",8,2016-09-21 15:00:00,2016-09-23 12:00:00,34,80,70,20,50
"AL132016",7,2016-09-21 09:00:00,2016-09-21 18:00:00,50,40,NA,NA,NA
"AL132016",7,2016-09-21 09:00:00,2016-09-22 06:00:00,50,40,NA,NA,30
"AL132016",7,2016-09-21 09:00:00,2016-09-21 18:00:00,34,120,90,30,60
"AL132016",7,2016-09-21 09:00:00,2016-09-22 06:00:00,34,120,90,30,60
"AL132016",7,2016-09-21 09:00:00,2016-09-22 18:00:00,34,100,80,30,60
"AL132016",7,2016-09-21 09:00:00,2016-09-23 06:00:00,34,80,60,20,50
"AL132016",6,2016-09-21 03:00:00,2016-09-22 00:00:00,50,40,NA,NA,NA
"AL132016",6,2016-09-21 03:00:00,2016-09-21 12:00:00,34,120,90,30,60
"AL132016",6,2016-09-21 03:00:00,2016-09-22 00:00:00,34,120,90,30,60
"AL132016",6,2016-09-21 03:00:00,2016-09-22 12:00:00,34,100,80,30,60
"AL132016",6,2016-09-21 03:00:00,2016-09-23 00:00:00,34,80,60,20,50
"AL132016",5,2016-09-20 21:00:00,2016-09-21 18:00:00,50,20,NA,NA,20
"AL132016",5,2016-09-20 21:00:00,2016-09-22 06:00:00,50,20,NA,NA,20
"AL132016",5,2016-09-20 21:00:00,2016-09-21 06:00:00,34,60,50,30,50
"AL132016",5,2016-09-20 21:00:00,2016-09-21 18:00:00,34,70,60,40,60
"AL132016",5,2016-09-20 21:00:00,2016-09-22 06:00:00,34,70,60,40,60
"AL132016",5,2016-09-20 21:00:00,2016-09-22 18:00:00,34,70,60,40,60
"AL132016",5,2016-09-20 21:00:00,2016-09-23 18:00:00,34,70,70,40,50
"AL132016",4,2016-09-20 15:00:00,2016-09-22 12:00:00,50,20,NA,NA,20
"AL132016",4,2016-09-20 15:00:00,2016-09-21 00:00:00,34,60,50,NA,50
"AL132016",4,2016-09-20 15:00:00,2016-09-21 12:00:00,34,60,50,NA,50
"AL132016",4,2016-09-20 15:00:00,2016-09-22 00:00:00,34,70,60,40,60
"AL132016",4,2016-09-20 15:00:00,2016-09-22 12:00:00,34,70,60,40,60
"AL132016",4,2016-09-20 15:00:00,2016-09-23 12:00:00,34,70,50,40,60
"AL132016",3,2016-09-20 09:00:00,2016-09-22 06:00:00,50,20,NA,NA,20
