"Key","Adv","ObDate","FcstDate","WindField","NE","SE","SW","NW"
"AL132016",3,2016-09-20 09:00:00,2016-09-20 18:00:00,34,60,NA,50,50
"AL132016",3,2016-09-20 09:00:00,2016-09-21 06:00:00,34,60,40,50,60
"AL132016",3,2016-09-20 09:00:00,2016-09-21 18:00:00,34,70,50,40,60
"AL132016",3,2016-09-20 09:00:00,2016-09-22 06:00:00,34,70,50,40,60
"AL132016",3,2016-09-20 09:00:00,2016-09-23 06:00:00,34,70,50,40,60
"AL132016",2,2016-09-20 03:00:00,2016-09-22 00:00:00,50,20,NA,NA,20
"AL132016",2,2016-09-20 03:00:00,2016-09-20 12:00:00,34,60,NA,50,50
"AL132016",2,2016-09-20 03:00:00,2016-09-21 00:00:00,34,60,40,50,60
"AL132016",2,2016-09-20 03:00:00,2016-09-21 12:00:00,34,60,50,40,60
"AL132016",2,2016-09-20 03:00:00,2016-09-22 00:00:00,34,70,50,40,60
"AL132016",2,2016-09-20 03:00:00,2016-09-23 00:00:00,34,70,50,40,60
"AL132016",1,2016-09-19 21:00:00,2016-09-21 18:00:00,50,20,NA,NA,20
"AL132016",1,2016-09-19 21:00:00,2016-09-20 06:00:00,34,60,NA,50,50
"AL132016",1,2016-09-19 21:00:00,2016-09-20 18:00:00,34,60,40,50,60
"AL132016",1,2016-09-19 21:00:00,2016-09-21 06:00:00,34,60,50,40,60
"AL132016",1,2016-09-19 21:00:00,2016-09-21 18:00:00,34,70,50,40,60
"AL132016",1,2016-09-19 21:00:00,2016-09-22 18:00:00,34,70,50,40,60
"AL122016",45,2016-09-25 15:00:00,2016-09-26 00:00:00,50,NA,150,60,NA
"AL122016",45,2016-09-25 15:00:00,2016-09-26 12:00:00,50,NA,120,60,NA
"AL122016",45,2016-09-25 15:00:00,2016-09-26 00:00:00,34,240,300,180,60
"AL122016",45,2016-09-25 15:00:00,2016-09-26 12:00:00,34,120,270,150,60
"AL122016",44,2016-09-25 09:00:00,2016-09-25 18:00:00,64,NA,90,30,NA
"AL122016",44,2016-09-25 09:00:00,2016-09-25 18:00:00,50,NA,150,60,NA
"AL122016",44,2016-09-25 09:00:00,2016-09-26 06:00:00,50,NA,120,60,NA
"AL122016",44,2016-09-25 09:00:00,2016-09-25 18:00:00,34,240,300,180,60
"AL122016",44,2016-09-25 09:00:00,2016-09-26 06:00:00,34,120,270,150,60
"AL122016",43,2016-09-25 03:00:00,2016-09-26 00:00:00,64,NA,120,NA,NA
"AL122016",43,2016-09-25 03:00:00,2016-09-25 12:00:00,50,70,100,60,NA
"AL122016",43,2016-09-25 03:00:00,2016-09-26 00:00:00,50,NA,200,NA,NA
"AL122016",43,2016-09-25 03:00:00,2016-09-25 12:00:00,34,210,240,120,90
"AL122016",43,2016-09-25 03:00:00,2016-09-26 00:00:00,34,240,360,120,30
"AL122016",42,2016-09-24 21:00:00,2016-09-25 18:00:00,64,20,50,30,NA
"AL122016",42,2016-09-24 21:00:00,2016-09-25 06:00:00,50,70,100,60,NA
"AL122016",42,2016-09-24 21:00:00,2016-09-25 18:00:00,50,90,130,70,NA
"AL122016",42,2016-09-24 21:00:00,2016-09-25 06:00:00,34,215,240,150,90
"AL122016",42,2016-09-24 21:00:00,2016-09-25 18:00:00,34,240,240,270,60
"AL122016",41,2016-09-24 15:00:00,2016-09-25 12:00:00,64,20,50,30,NA
"AL122016",41,2016-09-24 15:00:00,2016-09-26 00:00:00,64,30,100,20,NA
"AL122016",41,2016-09-24 15:00:00,2016-09-25 00:00:00,50,60,80,30,40
"AL122016",41,2016-09-24 15:00:00,2016-09-25 12:00:00,50,80,130,50,20
"AL122016",41,2016-09-24 15:00:00,2016-09-26 00:00:00,50,60,180,30,NA
"AL122016",41,2016-09-24 15:00:00,2016-09-25 00:00:00,34,150,150,120,90
"AL122016",41,2016-09-24 15:00:00,2016-09-25 12:00:00,34,240,210,210,100
"AL122016",41,2016-09-24 15:00:00,2016-09-26 00:00:00,34,150,300,120,30
"AL122016",40,2016-09-24 09:00:00,2016-09-25 06:00:00,64,30,40,30,NA
"AL122016",40,2016-09-24 09:00:00,2016-09-25 18:00:00,64,30,40,30,NA
"AL122016",40,2016-09-24 09:00:00,2016-09-24 18:00:00,50,50,50,50,40
"AL122016",40,2016-09-24 09:00:00,2016-09-25 06:00:00,50,50,60,50,40
"AL122016",40,2016-09-24 09:00:00,2016-09-25 18:00:00,50,70,80,80,40
"AL122016",40,2016-09-24 09:00:00,2016-09-26 06:00:00,50,90,150,60,NA
"AL122016",40,2016-09-24 09:00:00,2016-09-24 18:00:00,34,120,100,100,90
"AL122016",40,2016-09-24 09:00:00,2016-09-25 06:00:00,34,150,150,120,100
"AL122016",40,2016-09-24 09:00:00,2016-09-25 18:00:00,34,240,240,180,120
"AL122016",40,2016-09-24 09:00:00,2016-09-26 06:00:00,34,150,360,270,60
"AL122016",39,2016-09-24 03:00:00,2016-09-25 00:00:00,64,30,40,30,NA
"AL122016",39,2016-09-24 03:00:00,2016-09-25 12:00:00,64,30,40,30,NA
"AL122016",39,2016-09-24 03:00:00,2016-09-24 12:00:00,50,50,50,50,50
"AL122016",39,2016-09-24 03:00:00,2016-09-25 00:00:00,50,50,60,50,50
"AL122016",39,2016-09-24 03:00:00,2016-09-25 12:00:00,50,70,80,80,40
"AL122016",39,2016-09-24 03:00:00,2016-09-26 00:00:00,50,60,120,60,NA
"AL122016",39,2016-09-24 03:00:00,2016-09-24 12:00:00,34,120,100,70,90
"AL122016",39,2016-09-24 03:00:00,2016-09-25 00:00:00,34,150,150,120,100
"AL122016",39,2016-09-24 03:00:00,2016-09-25 12:00:00,34,240,240,180,120
"AL122016",39,2016-09-24 03:00:00,2016-09-26 00:00:00,34,180,270,240,60
"AL122016",38,2016-09-23 21:00:00,2016-09-24 18:00:00,64,20,30,20,NA
"AL122016",38,2016-09-23 21:00:00,2016-09-25 06:00:00,64,30,40,30,NA
"AL122016",38,2016-09-23 21:00:00,2016-09-24 06:00:00,50,40,40,30,40
"AL122016",38,2016-09-23 21:00:00,2016-09-24 18:00:00,50,50,60,50,50
"AL122016",38,2016-09-23 21:00:00,2016-09-25 06:00:00,50,70,80,80,40
"AL122016",38,2016-09-23 21:00:00,2016-09-25 18:00:00,50,70,120,90,40
"AL122016",38,2016-09-23 21:00:00,2016-09-24 06:00:00,34,110,90,70,90
"AL122016",38,2016-09-23 21:00:00,2016-09-24 18:00:00,34,150,150,120,90
"AL122016",38,2016-09-23 21:00:00,2016-09-25 06:00:00,34,240,240,180,120
"AL122016",38,2016-09-23 21:00:00,2016-09-25 18:00:00,34,270,270,270,120
"AL122016",37,2016-09-23 15:00:00,2016-09-24 12:00:00,64,20,20,15,NA
"AL122016",37,2016-09-23 15:00:00,2016-09-25 00:00:00,64,25,30,25,NA
"AL122016",37,2016-09-23 15:00:00,2016-09-24 00:00:00,50,30,30,NA,30
"AL122016",37,2016-09-23 15:00:00,2016-09-24 12:00:00,50,40,40,30,30
"AL122016",37,2016-09-23 15:00:00,2016-09-25 00:00:00,50,50,60,50,30
"AL122016",37,2016-09-23 15:00:00,2016-09-25 12:00:00,50,60,90,70,30
"AL122016",37,2016-09-23 15:00:00,2016-09-26 12:00:00,50,50,150,90,NA
"AL122016",37,2016-09-23 15:00:00,2016-09-24 00:00:00,34,120,60,40,100
"AL122016",37,2016-09-23 15:00:00,2016-09-24 12:00:00,34,120,100,90,90
"AL122016",37,2016-09-23 15:00:00,2016-09-25 00:00:00,34,180,180,110,90
"AL122016",37,2016-09-23 15:00:00,2016-09-25 12:00:00,34,240,240,210,90
"AL122016",37,2016-09-23 15:00:00,2016-09-26 12:00:00,34,180,300,240,NA
"AL122016",36,2016-09-23 09:00:00,2016-09-24 18:00:00,64,25,25,NA,NA
"AL122016",36,2016-09-23 09:00:00,2016-09-23 18:00:00,50,40,40,NA,30
"AL122016",36,2016-09-23 09:00:00,2016-09-24 06:00:00,50,40,40,20,20
"AL122016",36,2016-09-23 09:00:00,2016-09-24 18:00:00,50,50,50,30,20
"AL122016",36,2016-09-23 09:00:00,2016-09-25 06:00:00,50,70,100,60,20
"AL122016",36,2016-09-23 09:00:00,2016-09-26 06:00:00,50,NA,220,210,NA
"AL122016",36,2016-09-23 09:00:00,2016-09-23 18:00:00,34,120,60,30,90
"AL122016",36,2016-09-23 09:00:00,2016-09-24 06:00:00,34,120,90,50,90
"AL122016",36,2016-09-23 09:00:00,2016-09-24 18:00:00,34,150,150,100,70
"AL122016",36,2016-09-23 09:00:00,2016-09-25 06:00:00,34,210,240,180,70
"AL122016",36,2016-09-23 09:00:00,2016-09-26 06:00:00,34,280,480,600,120
"AL122016",35,2016-09-23 03:00:00,2016-09-24 00:00:00,50,40,40,NA,NA
"AL122016",35,2016-09-23 03:00:00,2016-09-24 12:00:00,50,50,50,30,NA
"AL122016",35,2016-09-23 03:00:00,2016-09-25 00:00:00,50,70,100,60,NA
"AL122016",35,2016-09-23 03:00:00,2016-09-26 00:00:00,50,70,100,60,NA
"AL122016",35,2016-09-23 03:00:00,2016-09-23 12:00:00,34,120,NA,NA,90
"AL122016",35,2016-09-23 03:00:00,2016-09-24 00:00:00,34,130,90,50,60
"AL122016",35,2016-09-23 03:00:00,2016-09-24 12:00:00,34,150,150,100,70
"AL122016",35,2016-09-23 03:00:00,2016-09-25 00:00:00,34,210,240,180,70
"AL122016",35,2016-09-23 03:00:00,2016-09-26 00:00:00,34,210,240,180,70
"AL122016",34,2016-09-22 21:00:00,2016-09-24 06:00:00,50,40,40,NA,NA
"AL122016",34,2016-09-22 21:00:00,2016-09-24 18:00:00,50,50,50,30,NA
"AL122016",34,2016-09-22 21:00:00,2016-09-25 18:00:00,50,70,100,60,NA
"AL122016",34,2016-09-22 21:00:00,2016-09-23 06:00:00,34,120,NA,NA,90
"AL122016",34,2016-09-22 21:00:00,2016-09-23 18:00:00,34,120,50,NA,70
"AL122016",34,2016-09-22 21:00:00,2016-09-24 06:00:00,34,130,90,50,60
"AL122016",34,2016-09-22 21:00:00,2016-09-24 18:00:00,34,150,150,100,70
"AL122016",34,2016-09-22 21:00:00,2016-09-25 18:00:00,34,210,240,180,70
"AL122016",33,2016-09-22 15:00:00,2016-09-24 12:00:00,50,50,50,30,NA
"AL122016",33,2016-09-22 15:00:00,2016-09-25 12:00:00,50,60,80,60,NA
"AL122016",33,2016-09-22 15:00:00,2016-09-23 00:00:00,34,90,NA,NA,NA
"AL122016",33,2016-09-22 15:00:00,2016-09-23 12:00:00,34,90,50,NA,50
"AL122016",33,2016-09-22 15:00:00,2016-09-24 00:00:00,34,100,80,50,60
"AL122016",33,2016-09-22 15:00:00,2016-09-24 12:00:00,34,120,120,80,70
"AL122016",33,2016-09-22 15:00:00,2016-09-25 12:00:00,34,150,180,150,70
"AL122016",32,2016-09-22 09:00:00,2016-09-24 06:00:00,50,50,50,NA,NA
"AL122016",32,2016-09-22 09:00:00,2016-09-25 06:00:00,50,60,80,40,30
"AL122016",32,2016-09-22 09:00:00,2016-09-22 18:00:00,34,90,NA,NA,NA
"AL122016",32,2016-09-22 09:00:00,2016-09-23 06:00:00,34,100,30,NA,50
"AL122016",32,2016-09-22 09:00:00,2016-09-23 18:00:00,34,120,70,40,80
"AL122016",32,2016-09-22 09:00:00,2016-09-24 06:00:00,34,120,100,80,60
"AL122016",32,2016-09-22 09:00:00,2016-09-25 06:00:00,34,150,150,90,70
"AL122016",31,2016-09-22 03:00:00,2016-09-24 00:00:00,50,50,50,NA,NA
"AL122016",31,2016-09-22 03:00:00,2016-09-25 00:00:00,50,60,80,40,30
"AL122016",31,2016-09-22 03:00:00,2016-09-22 12:00:00,34,90,NA,NA,NA
"AL122016",31,2016-09-22 03:00:00,2016-09-23 00:00:00,34,100,30,NA,50
"AL122016",31,2016-09-22 03:00:00,2016-09-23 12:00:00,34,120,70,40,80
"AL122016",31,2016-09-22 03:00:00,2016-09-24 00:00:00,34,120,100,80,60
"AL122016",31,2016-09-22 03:00:00,2016-09-25 00:00:00,34,150,150,90,70
"AL122016",30,2016-09-21 21:00:00,2016-09-23 18:00:00,50,40,40,NA,NA
"AL122016",30,2016-09-21 21:00:00,2016-09-24 18:00:00,50,60,80,40,30
"AL122016",30,2016-09-21 21:00:00,2016-09-22 06:00:00,34,90,NA,NA,NA
"AL122016",30,2016-09-21 21:00:00,2016-09-22 18:00:00,34,100,30,NA,50
"AL122016",30,2016-09-21 21:00:00,2016-09-23 06:00:00,34,120,70,40,80
"AL122016",30,2016-09-21 21:00:00,2016-09-23 18:00:00,34,120,100,80,60
"AL122016",30,2016-09-21 21:00:00,2016-09-24 18:00:00,34,150,150,90,70
"AL122016",29,2016-09-21 15:00:00,2016-09-24 12:00:00,50,80,70,40,30
"AL122016",29,2016-09-21 15:00:00,2016-09-23 00:00:00,34,120,40,NA,80
"AL122016",29,2016-09-21 15:00:00,2016-09-23 12:00:00,34,150,70,50,70
"AL122016",29,2016-09-21 15:00:00,2016-09-24 12:00:00,34,150,140,90,70
"AL122016",28,2016-09-21 09:00:00,2016-09-24 06:00:00,50,70,60,30,50
"AL122016",28,2016-09-21 09:00:00,2016-09-22 18:00:00,34,120,NA,NA,80
"AL122016",28,2016-09-21 09:00:00,2016-09-23 06:00:00,34,150,60,30,80
"AL122016",28,2016-09-21 09:00:00,2016-09-24 06:00:00,34,150,130,90,100
"AL122016",27,2016-09-21 03:00:00,2016-09-23 00:00:00,50,50,40,NA,40
"AL122016",27,2016-09-21 03:00:00,2016-09-24 00:00:00,50,70,60,30,50
"AL122016",27,2016-09-21 03:00:00,2016-09-21 12:00:00,34,120,NA,NA,NA
"AL122016",27,2016-09-21 03:00:00,2016-09-22 00:00:00,34,150,50,NA,80
"AL122016",27,2016-09-21 03:00:00,2016-09-22 12:00:00,34,150,60,30,100
"AL122016",27,2016-09-21 03:00:00,2016-09-23 00:00:00,34,150,80,50,100
"AL122016",27,2016-09-21 03:00:00,2016-09-24 00:00:00,34,170,130,90,100
"AL122016",26,2016-09-20 21:00:00,2016-09-22 18:00:00,50,50,40,NA,40
"AL122016",26,2016-09-20 21:00:00,2016-09-23 18:00:00,50,70,60,30,50
"AL122016",26,2016-09-20 21:00:00,2016-09-21 06:00:00,34,140,50,NA,100
"AL122016",26,2016-09-20 21:00:00,2016-09-21 18:00:00,34,150,50,NA,100
"AL122016",26,2016-09-20 21:00:00,2016-09-22 06:00:00,34,150,60,30,100
"AL122016",26,2016-09-20 21:00:00,2016-09-22 18:00:00,34,150,80,50,110
"AL122016",26,2016-09-20 21:00:00,2016-09-23 18:00:00,34,150,130,90,120
"AL122016",25,2016-09-20 15:00:00,2016-09-22 12:00:00,50,50,30,NA,40
"AL122016",25,2016-09-20 15:00:00,2016-09-23 12:00:00,50,60,50,30,50
"AL122016",25,2016-09-20 15:00:00,2016-09-21 00:00:00,34,130,50,NA,100
"AL122016",25,2016-09-20 15:00:00,2016-09-21 12:00:00,34,130,50,NA,100
"AL122016",25,2016-09-20 15:00:00,2016-09-22 00:00:00,34,140,60,30,110
"AL122016",25,2016-09-20 15:00:00,2016-09-22 12:00:00,34,140,80,50,110
"AL122016",25,2016-09-20 15:00:00,2016-09-23 12:00:00,34,150,110,80,120
"AL122016",24,2016-09-20 09:00:00,2016-09-22 06:00:00,50,50,30,NA,40
"AL122016",24,2016-09-20 09:00:00,2016-09-23 06:00:00,50,60,40,30,50
"AL122016",24,2016-09-20 09:00:00,2016-09-20 18:00:00,34,120,50,NA,100
"AL122016",24,2016-09-20 09:00:00,2016-09-21 06:00:00,34,130,50,NA,100
"AL122016",24,2016-09-20 09:00:00,2016-09-21 18:00:00,34,140,60,30,100
"AL122016",24,2016-09-20 09:00:00,2016-09-22 06:00:00,34,130,80,50,100
"AL122016",24,2016-09-20 09:00:00,2016-09-23 06:00:00,34,150,100,80,120
"AL122016",23,2016-09-20 03:00:00,2016-09-21 12:00:00,50,50,NA,NA,NA
"AL122016",23,2016-09-20 03:00:00,2016-09-22 00:00:00,50,50,NA,NA,40
"AL122016",23,2016-09-20 03:00:00,2016-09-23 00:00:00,50,50,40,30,40
"AL122016",23,2016-09-20 03:00:00,2016-09-20 12:00:00,34,120,50,NA,80
"AL122016",23,2016-09-20 03:00:00,2016-09-21 00:00:00,34,120,50,NA,90
"AL122016",23,2016-09-20 03:00:00,2016-09-21 12:00:00,34,130,50,NA,100
"AL122016",23,2016-09-20 03:00:00,2016-09-22 00:00:00,34,140,60,50,100
"AL122016",23,2016-09-20 03:00:00,2016-09-23 00:00:00,34,140,70,60,120
"AL122016",22,2016-09-19 21:00:00,2016-09-21 18:00:00,50,40,NA,NA,NA
"AL122016",22,2016-09-19 21:00:00,2016-09-22 18:00:00,50,50,40,NA,40
"AL122016",22,2016-09-19 21:00:00,2016-09-20 06:00:00,34,120,NA,NA,80
"AL122016",22,2016-09-19 21:00:00,2016-09-20 18:00:00,34,120,50,NA,80
"AL122016",22,2016-09-19 21:00:00,2016-09-21 06:00:00,34,120,50,NA,90
"AL122016",22,2016-09-19 21:00:00,2016-09-21 18:00:00,34,140,60,50,100
"AL122016",22,2016-09-19 21:00:00,2016-09-22 18:00:00,34,140,70,60,110
"AL122016",21,2016-09-19 15:00:00,2016-09-22 12:00:00,50,40,20,NA,30
"AL122016",21,2016-09-19 15:00:00,2016-09-20 00:00:00,34,110,NA,NA,80
"AL122016",21,2016-09-19 15:00:00,2016-09-20 12:00:00,34,120,40,NA,80
"AL122016",21,2016-09-19 15:00:00,2016-09-21 00:00:00,34,120,50,NA,90
"AL122016",21,2016-09-19 15:00:00,2016-09-21 12:00:00,34,140,60,NA,110
"AL122016",21,2016-09-19 15:00:00,2016-09-22 12:00:00,34,140,80,50,100
"AL122016",20,2016-09-19 09:00:00,2016-09-21 06:00:00,50,40,NA,NA,30
"AL122016",20,2016-09-19 09:00:00,2016-09-22 06:00:00,50,60,40,30,50
"AL122016",20,2016-09-19 09:00:00,2016-09-19 18:00:00,34,110,NA,NA,80
"AL122016",20,2016-09-19 09:00:00,2016-09-20 06:00:00,34,120,50,NA,80
"AL122016",20,2016-09-19 09:00:00,2016-09-20 18:00:00,34,110,70,40,90
"AL122016",20,2016-09-19 09:00:00,2016-09-21 06:00:00,34,140,80,40,90
"AL122016",20,2016-09-19 09:00:00,2016-09-22 06:00:00,34,150,100,60,100
"AL122016",19,2016-09-19 03:00:00,2016-09-21 00:00:00,50,40,NA,NA,40
"AL122016",19,2016-09-19 03:00:00,2016-09-22 00:00:00,50,50,40,30,50
"AL122016",19,2016-09-19 03:00:00,2016-09-19 12:00:00,34,100,NA,NA,80
"AL122016",19,2016-09-19 03:00:00,2016-09-20 00:00:00,34,100,50,NA,80
"AL122016",19,2016-09-19 03:00:00,2016-09-20 12:00:00,34,120,70,40,90
"AL122016",19,2016-09-19 03:00:00,2016-09-21 00:00:00,34,150,80,40,100
"AL122016",19,2016-09-19 03:00:00,2016-09-22 00:00:00,34,150,100,60,120
"AL122016",18,2016-09-18 21:00:00,2016-09-20 18:00:00,50,40,NA,NA,40
"AL122016",18,2016-09-18 21:00:00,2016-09-21 18:00:00,50,50,40,30,50
"AL122016",18,2016-09-18 21:00:00,2016-09-19 06:00:00,34,120,NA,NA,80
"AL122016",18,2016-09-18 21:00:00,2016-09-19 18:00:00,34,150,NA,NA,90
"AL122016",18,2016-09-18 21:00:00,2016-09-20 06:00:00,34,150,60,40,90
"AL122016",18,2016-09-18 21:00:00,2016-09-20 18:00:00,34,150,90,40,100
"AL122016",18,2016-09-18 21:00:00,2016-09-21 18:00:00,34,150,120,60,120
"AL122016",17,2016-09-18 15:00:00,2016-09-20 12:00:00,50,40,NA,NA,40
"AL122016",17,2016-09-18 15:00:00,2016-09-21 12:00:00,50,50,40,30,50
"AL122016",17,2016-09-18 15:00:00,2016-09-19 00:00:00,34,150,NA,NA,NA
"AL122016",17,2016-09-18 15:00:00,2016-09-19 12:00:00,34,150,NA,NA,90
"AL122016",17,2016-09-18 15:00:00,2016-09-20 00:00:00,34,150,60,40,90
"AL122016",17,2016-09-18 15:00:00,2016-09-20 12:00:00,34,150,90,40,100
"AL122016",17,2016-09-18 15:00:00,2016-09-21 12:00:00,34,150,120,60,120
"AL122016",16,2016-09-18 09:00:00,2016-09-21 06:00:00,50,60,40,30,60
"AL122016",16,2016-09-18 09:00:00,2016-09-18 18:00:00,34,180,NA,NA,NA
"AL122016",16,2016-09-18 09:00:00,2016-09-19 06:00:00,34,150,NA,NA,90
"AL122016",16,2016-09-18 09:00:00,2016-09-19 18:00:00,34,150,60,40,90
"AL122016",16,2016-09-18 09:00:00,2016-09-20 06:00:00,34,150,90,40,100
"AL122016",16,2016-09-18 09:00:00,2016-09-21 06:00:00,34,150,120,60,120
"AL122016",15,2016-09-18 03:00:00,2016-09-20 00:00:00,50,40,NA,NA,40
"AL122016",15,2016-09-18 03:00:00,2016-09-21 00:00:00,50,60,40,30,60
"AL122016",15,2016-09-18 03:00:00,2016-09-18 12:00:00,34,180,NA,NA,NA
"AL122016",15,2016-09-18 03:00:00,2016-09-19 00:00:00,34,150,NA,NA,90
"AL122016",15,2016-09-18 03:00:00,2016-09-19 12:00:00,34,150,60,40,90
"AL122016",15,2016-09-18 03:00:00,2016-09-20 00:00:00,34,150,90,40,100
"AL122016",15,2016-09-18 03:00:00,2016-09-21 00:00:00,34,150,90,60,120
"AL122016",14,2016-09-17 21:00:00,2016-09-20 18:00:00,50,40,NA,NA,40
"AL122016",14,2016-09-17 21:00:00,2016-09-18 06:00:00,34,180,NA,NA,90
"AL122016",14,2016-09-17 21:00:00,2016-09-18 18:00:00,34,150,NA,NA,90
"AL122016",14,2016-09-17 21:00:00,2016-09-19 06:00:00,34,150,60,NA,90
"AL122016",14,2016-09-17 21:00:00,2016-09-19 18:00:00,34,150,90,30,90
"AL122016",14,2016-09-17 21:00:00,2016-09-20 18:00:00,34,150,100,60,100
"AL122016",13,2016-09-17 15:00:00,2016-09-20 12:00:00,50,40,NA,NA,40
"AL122016",13,2016-09-17 15:00:00,2016-09-18 00:00:00,34,180,NA,NA,90
"AL122016",13,2016-09-17 15:00:00,2016-09-18 12:00:00,34,150,NA,NA,90
"AL122016",13,2016-09-17 15:00:00,2016-09-19 00:00:00,34,150,60,NA,90
"AL122016",13,2016-09-17 15:00:00,2016-09-19 12:00:00,34,150,90,30,90
"AL122016",13,2016-09-17 15:00:00,2016-09-20 12:00:00,34,150,100,60,100
"AL122016",12,2016-09-17 09:00:00,2016-09-20 06:00:00,50,40,NA,NA,40
"AL122016",12,2016-09-17 09:00:00,2016-09-17 18:00:00,34,170,NA,NA,100
"AL122016",12,2016-09-17 09:00:00,2016-09-18 06:00:00,34,160,NA,NA,100
"AL122016",12,2016-09-17 09:00:00,2016-09-18 18:00:00,34,150,60,NA,90
"AL122016",12,2016-09-17 09:00:00,2016-09-19 06:00:00,34,160,90,NA,110
"AL122016",12,2016-09-17 09:00:00,2016-09-20 06:00:00,34,160,130,70,130
"AL122016",11,2016-09-17 03:00:00,2016-09-20 00:00:00,50,50,NA,NA,50
"AL122016",11,2016-09-17 03:00:00,2016-09-17 12:00:00,34,150,NA,NA,120
"AL122016",11,2016-09-17 03:00:00,2016-09-18 00:00:00,34,150,NA,NA,120
"AL122016",11,2016-09-17 03:00:00,2016-09-18 12:00:00,34,150,NA,NA,120
"AL122016",11,2016-09-17 03:00:00,2016-09-19 00:00:00,34,150,90,NA,120
"AL122016",11,2016-09-17 03:00:00,2016-09-20 00:00:00,34,180,120,60,120
"AL122016",10,2016-09-16 21:00:00,2016-09-19 18:00:00,50,30,NA,NA,30
"AL122016",10,2016-09-16 21:00:00,2016-09-17 06:00:00,34,170,80,NA,80
"AL122016",10,2016-09-16 21:00:00,2016-09-17 18:00:00,34,130,60,NA,80
"AL122016",10,2016-09-16 21:00:00,2016-09-18 06:00:00,34,130,60,NA,80
"AL122016",10,2016-09-16 21:00:00,2016-09-18 18:00:00,34,120,70,30,90
"AL122016",10,2016-09-16 21:00:00,2016-09-19 18:00:00,34,140,100,40,100
"AL122016",9,2016-09-16 15:00:00,2016-09-19 12:00:00,50,30,NA,NA,30
"AL122016",9,2016-09-16 15:00:00,2016-09-17 00:00:00,34,170,80,NA,80
"AL122016",9,2016-09-16 15:00:00,2016-09-17 12:00:00,34,130,80,NA,90
"AL122016",9,2016-09-16 15:00:00,2016-09-18 00:00:00,34,120,60,NA,90
"AL122016",9,2016-09-16 15:00:00,2016-09-18 12:00:00,34,120,70,NA,90
"AL122016",9,2016-09-16 15:00:00,2016-09-19 12:00:00,34,140,100,40,100
"AL122016",8,2016-09-16 09:00:00,2016-09-19 06:00:00,50,30,NA,NA,30
"AL122016",8,2016-09-16 09:00:00,2016-09-16 18:00:00,34,140,80,NA,80
"AL122016",8,2016-09-16 09:00:00,2016-09-17 06:00:00,34,130,80,NA,90
"AL122016",8,2016-09-16 09:00:00,2016-09-17 18:00:00,34,120,60,NA,90
"AL122016",8,2016-09-16 09:00:00,2016-09-18 06:00:00,34,120,70,NA,90
"AL122016",8,2016-09-16 09:00:00,2016-09-19 06:00:00,34,140,100,40,100
"AL122016",7,2016-09-16 03:00:00,2016-09-19 00:00:00,50,30,NA,NA,30
"AL122016",7,2016-09-16 03:00:00,2016-09-16 12:00:00,34,140,80,NA,80
"AL122016",7,2016-09-16 03:00:00,2016-09-17 00:00:00,34,140,80,NA,80
"AL122016",7,2016-09-16 03:00:00,2016-09-17 12:00:00,34,140,80,NA,80
"AL122016",7,2016-09-16 03:00:00,2016-09-18 00:00:00,34,140,80,NA,90
"AL122016",7,2016-09-16 03:00:00,2016-09-19 00:00:00,34,140,80,NA,100
"AL122016",6,2016-09-15 21:00:00,2016-09-18 18:00:00,34,60,NA,NA,60
"AL122016",3,2016-09-15 03:00:00,2016-09-15 12:00:00,34,40,NA,NA,40
"AL122016",3,2016-09-15 03:00:00,2016-09-16 00:00:00,34,40,NA,NA,40
"AL122016",2,2016-09-14 21:00:00,2016-09-15 06:00:00,34,40,NA,NA,40
"AL122016",2,2016-09-14 21:00:00,2016-09-15 18:00:00,34,40,NA,NA,40
"AL122016",1,2016-09-14 15:00:00,2016-09-15 00:00:00,34,40,NA,NA,40
"AL122016",1,2016-09-14 15:00:00,2016-09-15 12:00:00,34,40,NA,NA,40
"AL112016",11,2016-09-16 15:00:00,2016-09-17 00:00:00,34,60,NA,NA,NA
"AL112016",10,2016-09-16 09:00:00,2016-09-16 18:00:00,34,60,NA,NA,NA
"AL112016",9,2016-09-16 03:00:00,2016-09-16 12:00:00,34,70,NA,NA,NA
"AL112016",8,2016-09-15 21:00:00,2016-09-16 06:00:00,34,70,NA,NA,NA
"AL112016",5,2016-09-15 03:00:00,2016-09-15 12:00:00,34,100,NA,NA,40
"AL112016",5,2016-09-15 03:00:00,2016-09-16 00:00:00,34,100,NA,NA,40
"AL112016",5,2016-09-15 03:00:00,2016-09-16 12:00:00,34,100,30,30,40
"AL112016",5,2016-09-15 03:00:00,2016-09-17 00:00:00,34,100,30,30,40
"AL112016",4,2016-09-14 21:00:00,2016-09-15 06:00:00,34,100,NA,NA,60
"AL112016",4,2016-09-14 21:00:00,2016-09-15 18:00:00,34,100,NA,NA,60
"AL112016",4,2016-09-14 21:00:00,2016-09-16 06:00:00,34,100,30,30,60
"AL112016",4,2016-09-14 21:00:00,2016-09-16 18:00:00,34,100,30,30,60
"AL112016",4,2016-09-14 21:00:00,2016-09-17 18:00:00,34,80,40,40,80
"AL112016",1,2016-09-14 03:00:00,2016-09-14 12:00:00,34,40,40,NA,NA
"AL102016",17,2016-09-16 15:00:00,2016-09-17 00:00:00,50,NA,180,NA,NA
"AL102016",17,2016-09-16 15:00:00,2016-09-17 00:00:00,34,300,420,300,120
