"Key","Adv","ObDate","FcstDate","Lat","Lon","Wind","Gust"
"AL132016",5,2016-09-20 21:00:00,2016-09-21 06:00:00,17.2,-32.1,45,55
"AL132016",5,2016-09-20 21:00:00,2016-09-21 18:00:00,18.1,-33.6,50,60
"AL132016",5,2016-09-20 21:00:00,2016-09-22 06:00:00,19,-35,50,60
"AL132016",5,2016-09-20 21:00:00,2016-09-22 18:00:00,20,-36.5,45,55
"AL132016",5,2016-09-20 21:00:00,2016-09-23 18:00:00,22.7,-39.2,35,45
"AL132016",5,2016-09-20 21:00:00,2016-09-24 18:00:00,25.2,-42,30,40
"AL132016",5,2016-09-20 21:00:00,2016-09-25 18:00:00,29.2,-44,25,35
"AL132016",4,2016-09-20 15:00:00,2016-09-21 00:00:00,16.2,-31.5,35,45
"AL132016",4,2016-09-20 15:00:00,2016-09-21 12:00:00,17.3,-33.2,40,50
"AL132016",4,2016-09-20 15:00:00,2016-09-22 00:00:00,18.2,-35,45,55
"AL132016",4,2016-09-20 15:00:00,2016-09-22 12:00:00,19.1,-36.4,50,60
"AL132016",4,2016-09-20 15:00:00,2016-09-23 12:00:00,21.7,-39,40,50
"AL132016",4,2016-09-20 15:00:00,2016-09-24 12:00:00,24.5,-41.4,30,40
"AL132016",4,2016-09-20 15:00:00,2016-09-25 12:00:00,28.3,-43.6,25,35
"AL132016",3,2016-09-20 09:00:00,2016-09-20 18:00:00,15.4,-30.7,35,45
"AL132016",3,2016-09-20 09:00:00,2016-09-21 06:00:00,16.6,-32.2,40,50
"AL132016",3,2016-09-20 09:00:00,2016-09-21 18:00:00,17.5,-34,45,55
"AL132016",3,2016-09-20 09:00:00,2016-09-22 06:00:00,18.4,-35.8,50,60
"AL132016",3,2016-09-20 09:00:00,2016-09-23 06:00:00,20.8,-38.3,45,55
"AL132016",3,2016-09-20 09:00:00,2016-09-24 06:00:00,23.4,-40.6,35,45
"AL132016",3,2016-09-20 09:00:00,2016-09-25 06:00:00,26.5,-43.5,30,40
"AL132016",2,2016-09-20 03:00:00,2016-09-20 12:00:00,15,-30.4,35,45
"AL132016",2,2016-09-20 03:00:00,2016-09-21 00:00:00,16.1,-32.2,40,50
"AL132016",2,2016-09-20 03:00:00,2016-09-21 12:00:00,17.2,-34,45,55
"AL132016",2,2016-09-20 03:00:00,2016-09-22 00:00:00,18.1,-35.7,50,60
"AL132016",2,2016-09-20 03:00:00,2016-09-23 00:00:00,20,-38.9,45,55
"AL132016",2,2016-09-20 03:00:00,2016-09-24 00:00:00,22,-42,35,45
"AL132016",2,2016-09-20 03:00:00,2016-09-25 00:00:00,25,-44.5,30,40
"AL132016",1,2016-09-19 21:00:00,2016-09-20 06:00:00,14.3,-29.8,35,45
"AL132016",1,2016-09-19 21:00:00,2016-09-20 18:00:00,15.6,-31.8,40,50
"AL132016",1,2016-09-19 21:00:00,2016-09-21 06:00:00,16.7,-33.5,45,55
"AL132016",1,2016-09-19 21:00:00,2016-09-21 18:00:00,17.6,-35.4,50,60
"AL132016",1,2016-09-19 21:00:00,2016-09-22 18:00:00,19.5,-38.9,45,55
"AL132016",1,2016-09-19 21:00:00,2016-09-23 18:00:00,21.5,-42.5,35,45
"AL132016",1,2016-09-19 21:00:00,2016-09-24 18:00:00,23.5,-44.7,30,40
"AL122016",45,2016-09-25 15:00:00,2016-09-26 00:00:00,45,-39.7,55,65
"AL122016",45,2016-09-25 15:00:00,2016-09-26 12:00:00,52.5,-31.5,50,60
"AL122016",44,2016-09-25 09:00:00,2016-09-25 18:00:00,41.3,-46.3,70,85
"AL122016",44,2016-09-25 09:00:00,2016-09-26 06:00:00,48.3,-35.5,60,75
"AL122016",43,2016-09-25 03:00:00,2016-09-25 12:00:00,38.2,-51.3,60,75
"AL122016",43,2016-09-25 03:00:00,2016-09-26 00:00:00,44.6,-41.5,70,85
"AL122016",42,2016-09-24 21:00:00,2016-09-25 06:00:00,36.4,-55.3,60,75
"AL122016",42,2016-09-24 21:00:00,2016-09-25 18:00:00,41.9,-45.1,70,85
"AL122016",41,2016-09-24 15:00:00,2016-09-25 00:00:00,34.8,-58.8,60,75
"AL122016",41,2016-09-24 15:00:00,2016-09-25 12:00:00,38.9,-50.6,70,85
"AL122016",41,2016-09-24 15:00:00,2016-09-26 00:00:00,45,-39.9,70,85
"AL122016",40,2016-09-24 09:00:00,2016-09-24 18:00:00,33.5,-61.2,60,75
"AL122016",40,2016-09-24 09:00:00,2016-09-25 06:00:00,36.7,-54.9,65,80
"AL122016",40,2016-09-24 09:00:00,2016-09-25 18:00:00,41.6,-45.6,70,85
"AL122016",40,2016-09-24 09:00:00,2016-09-26 06:00:00,47.6,-36.4,65,80
"AL122016",39,2016-09-24 03:00:00,2016-09-24 12:00:00,32.5,-63,60,75
"AL122016",39,2016-09-24 03:00:00,2016-09-25 00:00:00,35.5,-57.8,70,85
"AL122016",39,2016-09-24 03:00:00,2016-09-25 12:00:00,39.5,-49.9,70,85
"AL122016",39,2016-09-24 03:00:00,2016-09-26 00:00:00,45,-40,65,80
"AL122016",38,2016-09-23 21:00:00,2016-09-24 06:00:00,31.3,-64.3,55,65
"AL122016",38,2016-09-23 21:00:00,2016-09-24 18:00:00,33.7,-60.8,65,80
"AL122016",38,2016-09-23 21:00:00,2016-09-25 06:00:00,37.1,-54,70,85
"AL122016",38,2016-09-23 21:00:00,2016-09-25 18:00:00,42,-44.6,65,80
"AL122016",37,2016-09-23 15:00:00,2016-09-24 00:00:00,30.2,-64.8,55,65
"AL122016",37,2016-09-23 15:00:00,2016-09-24 12:00:00,32.3,-62.7,65,80
"AL122016",37,2016-09-23 15:00:00,2016-09-25 00:00:00,34.9,-57.8,70,85
"AL122016",37,2016-09-23 15:00:00,2016-09-25 12:00:00,38.9,-49.8,75,90
"AL122016",37,2016-09-23 15:00:00,2016-09-26 12:00:00,50.7,-29,60,75
"AL122016",36,2016-09-23 09:00:00,2016-09-23 18:00:00,29.5,-65,55,65
"AL122016",36,2016-09-23 09:00:00,2016-09-24 06:00:00,31.5,-64.3,60,75
"AL122016",36,2016-09-23 09:00:00,2016-09-24 18:00:00,33.5,-61,70,85
"AL122016",36,2016-09-23 09:00:00,2016-09-25 06:00:00,37,-54,70,85
"AL122016",36,2016-09-23 09:00:00,2016-09-26 06:00:00,48,-35,70,85
"AL122016",35,2016-09-23 03:00:00,2016-09-23 12:00:00,28.4,-65,45,55
"AL122016",35,2016-09-23 03:00:00,2016-09-24 00:00:00,30.5,-64.8,50,60
"AL122016",35,2016-09-23 03:00:00,2016-09-24 12:00:00,32.4,-62.6,60,75
"AL122016",35,2016-09-23 03:00:00,2016-09-25 00:00:00,35.2,-57.4,70,85
"AL122016",35,2016-09-23 03:00:00,2016-09-26 00:00:00,43.5,-41,70,85
"AL122016",35,2016-09-23 03:00:00,2016-09-27 00:00:00,53,-26,45,55
"AL122016",34,2016-09-22 21:00:00,2016-09-23 06:00:00,26.8,-64.4,40,50
"AL122016",34,2016-09-22 21:00:00,2016-09-23 18:00:00,28.8,-65.1,45,55
"AL122016",34,2016-09-22 21:00:00,2016-09-24 06:00:00,30.8,-64.2,50,60
"AL122016",34,2016-09-22 21:00:00,2016-09-24 18:00:00,32.7,-61,60,75
"AL122016",34,2016-09-22 21:00:00,2016-09-25 18:00:00,39.7,-47,70,85
"AL122016",34,2016-09-22 21:00:00,2016-09-26 18:00:00,49,-29,55,65
"AL122016",33,2016-09-22 15:00:00,2016-09-23 00:00:00,26.3,-63.7,35,45
"AL122016",33,2016-09-22 15:00:00,2016-09-23 12:00:00,28.3,-64.8,40,50
"AL122016",33,2016-09-22 15:00:00,2016-09-24 00:00:00,30.2,-64.7,45,55
"AL122016",33,2016-09-22 15:00:00,2016-09-24 12:00:00,32.3,-62.5,55,65
"AL122016",33,2016-09-22 15:00:00,2016-09-25 12:00:00,38,-50.8,70,85
"AL122016",33,2016-09-22 15:00:00,2016-09-26 12:00:00,48,-32,60,75
"AL122016",32,2016-09-22 09:00:00,2016-09-22 18:00:00,25.3,-62.2,35,45
"AL122016",32,2016-09-22 09:00:00,2016-09-23 06:00:00,27,-63.8,40,50
"AL122016",32,2016-09-22 09:00:00,2016-09-23 18:00:00,29.3,-64.1,45,55
"AL122016",32,2016-09-22 09:00:00,2016-09-24 06:00:00,31.5,-63,55,65
"AL122016",32,2016-09-22 09:00:00,2016-09-25 06:00:00,36.5,-54,70,85
"AL122016",32,2016-09-22 09:00:00,2016-09-26 06:00:00,47,-34,65,80
"AL122016",31,2016-09-22 03:00:00,2016-09-22 12:00:00,24.2,-61.3,35,45
"AL122016",31,2016-09-22 03:00:00,2016-09-23 00:00:00,25.9,-63.4,40,50
"AL122016",31,2016-09-22 03:00:00,2016-09-23 12:00:00,27.6,-64.3,45,55
"AL122016",31,2016-09-22 03:00:00,2016-09-24 00:00:00,29.7,-64.1,55,65
"AL122016",31,2016-09-22 03:00:00,2016-09-25 00:00:00,33.5,-58.5,70,85
"AL122016",31,2016-09-22 03:00:00,2016-09-26 00:00:00,40,-47,70,85
"AL122016",31,2016-09-22 03:00:00,2016-09-27 00:00:00,47.5,-33.5,50,60
"AL122016",30,2016-09-21 21:00:00,2016-09-22 06:00:00,23.3,-60.7,35,45
"AL122016",30,2016-09-21 21:00:00,2016-09-22 18:00:00,24.9,-63,40,50
"AL122016",30,2016-09-21 21:00:00,2016-09-23 06:00:00,26.5,-64.4,45,55
"AL122016",30,2016-09-21 21:00:00,2016-09-23 18:00:00,28.2,-65,50,60
"AL122016",30,2016-09-21 21:00:00,2016-09-24 18:00:00,31.5,-61.8,65,80
"AL122016",30,2016-09-21 21:00:00,2016-09-25 18:00:00,36.6,-51.5,70,85
"AL122016",30,2016-09-21 21:00:00,2016-09-26 18:00:00,44.5,-38,50,60
"AL122016",29,2016-09-21 15:00:00,2016-09-22 00:00:00,22.1,-59.6,30,40
"AL122016",29,2016-09-21 15:00:00,2016-09-22 12:00:00,24,-62,30,40
"AL122016",29,2016-09-21 15:00:00,2016-09-23 00:00:00,25.7,-63.6,35,45
"AL122016",29,2016-09-21 15:00:00,2016-09-23 12:00:00,27.2,-64.8,45,55
"AL122016",29,2016-09-21 15:00:00,2016-09-24 12:00:00,31,-62.2,60,75
"AL122016",29,2016-09-21 15:00:00,2016-09-25 12:00:00,36,-52.5,70,85
"AL122016",29,2016-09-21 15:00:00,2016-09-26 12:00:00,44,-38.5,60,75
"AL122016",28,2016-09-21 09:00:00,2016-09-21 18:00:00,20.9,-59.3,25,35
"AL122016",28,2016-09-21 09:00:00,2016-09-22 06:00:00,23,-61.5,30,40
"AL122016",28,2016-09-21 09:00:00,2016-09-22 18:00:00,25,-64,35,45
"AL122016",28,2016-09-21 09:00:00,2016-09-23 06:00:00,27,-65.5,45,55
"AL122016",28,2016-09-21 09:00:00,2016-09-24 06:00:00,30,-64,60,75
"AL122016",28,2016-09-21 09:00:00,2016-09-25 06:00:00,35.5,-56.5,75,90
"AL122016",28,2016-09-21 09:00:00,2016-09-26 06:00:00,43,-42,65,80
"AL122016",27,2016-09-21 03:00:00,2016-09-21 12:00:00,20.9,-58.2,35,45
"AL122016",27,2016-09-21 03:00:00,2016-09-22 00:00:00,22.9,-60.7,40,50
"AL122016",27,2016-09-21 03:00:00,2016-09-22 12:00:00,24.5,-62.9,45,55
"AL122016",27,2016-09-21 03:00:00,2016-09-23 00:00:00,25.9,-64.8,55,65
"AL122016",27,2016-09-21 03:00:00,2016-09-24 00:00:00,29,-65,70,85
"AL122016",27,2016-09-21 03:00:00,2016-09-25 00:00:00,32.9,-59.6,85,105
"AL122016",27,2016-09-21 03:00:00,2016-09-26 00:00:00,39.2,-48.2,80,100
"AL122016",26,2016-09-20 21:00:00,2016-09-21 06:00:00,20.8,-57,35,45
"AL122016",26,2016-09-20 21:00:00,2016-09-21 18:00:00,22.3,-59.2,40,50
"AL122016",26,2016-09-20 21:00:00,2016-09-22 06:00:00,24.1,-61.4,45,55
"AL122016",26,2016-09-20 21:00:00,2016-09-22 18:00:00,25.6,-63.5,55,65
"AL122016",26,2016-09-20 21:00:00,2016-09-23 18:00:00,28.5,-65.5,70,85
"AL122016",26,2016-09-20 21:00:00,2016-09-24 18:00:00,32.5,-61.5,85,105
"AL122016",26,2016-09-20 21:00:00,2016-09-25 18:00:00,38.5,-51,80,100
"AL122016",25,2016-09-20 15:00:00,2016-09-21 00:00:00,20.7,-56,35,45
"AL122016",25,2016-09-20 15:00:00,2016-09-21 12:00:00,21.9,-58.3,35,45
"AL122016",25,2016-09-20 15:00:00,2016-09-22 00:00:00,23.5,-60.5,45,55
"AL122016",25,2016-09-20 15:00:00,2016-09-22 12:00:00,25.1,-62.7,55,65
"AL122016",25,2016-09-20 15:00:00,2016-09-23 12:00:00,27.6,-65.2,70,85
"AL122016",25,2016-09-20 15:00:00,2016-09-24 12:00:00,31,-63.5,85,105
"AL122016",25,2016-09-20 15:00:00,2016-09-25 12:00:00,36.5,-54.5,90,110
"AL122016",24,2016-09-20 09:00:00,2016-09-20 18:00:00,20.9,-54.6,35,45
"AL122016",24,2016-09-20 09:00:00,2016-09-21 06:00:00,21.7,-57,35,45
"AL122016",24,2016-09-20 09:00:00,2016-09-21 18:00:00,23,-59.2,45,55
"AL122016",24,2016-09-20 09:00:00,2016-09-22 06:00:00,24.7,-61.5,55,65
"AL122016",24,2016-09-20 09:00:00,2016-09-23 06:00:00,27.4,-64.7,70,85
"AL122016",24,2016-09-20 09:00:00,2016-09-24 06:00:00,30.3,-64.5,90,110
"AL122016",24,2016-09-20 09:00:00,2016-09-25 06:00:00,34,-57.9,90,110
"AL122016",23,2016-09-20 03:00:00,2016-09-20 12:00:00,20.4,-52.4,45,55
"AL122016",23,2016-09-20 03:00:00,2016-09-21 00:00:00,21.3,-54.9,45,55
"AL122016",23,2016-09-20 03:00:00,2016-09-21 12:00:00,22.4,-57.3,50,60
"AL122016",23,2016-09-20 03:00:00,2016-09-22 00:00:00,23.9,-59.7,55,65
"AL122016",23,2016-09-20 03:00:00,2016-09-23 00:00:00,26.7,-63.5,70,85
"AL122016",23,2016-09-20 03:00:00,2016-09-24 00:00:00,29.5,-64.5,85,105
"AL122016",23,2016-09-20 03:00:00,2016-09-25 00:00:00,32.3,-60.3,95,115
"AL122016",22,2016-09-19 21:00:00,2016-09-20 06:00:00,19.8,-51.1,40,50
"AL122016",22,2016-09-19 21:00:00,2016-09-20 18:00:00,20.6,-53.6,40,50
"AL122016",22,2016-09-19 21:00:00,2016-09-21 06:00:00,21.6,-56,45,55
"AL122016",22,2016-09-19 21:00:00,2016-09-21 18:00:00,22.9,-58.4,50,60
"AL122016",22,2016-09-19 21:00:00,2016-09-22 18:00:00,25.9,-62.6,60,75
"AL122016",22,2016-09-19 21:00:00,2016-09-23 18:00:00,29,-65,75,90
"AL122016",22,2016-09-19 21:00:00,2016-09-24 18:00:00,31,-63,85,105
"AL122016",21,2016-09-19 15:00:00,2016-09-20 00:00:00,18.9,-50.3,35,45
"AL122016",21,2016-09-19 15:00:00,2016-09-20 12:00:00,19.5,-52.8,40,50
"AL122016",21,2016-09-19 15:00:00,2016-09-21 00:00:00,20.4,-55.2,40,50
"AL122016",21,2016-09-19 15:00:00,2016-09-21 12:00:00,21.6,-57.7,45,55
"AL122016",21,2016-09-19 15:00:00,2016-09-22 12:00:00,24.5,-62.3,55,65
"AL122016",21,2016-09-19 15:00:00,2016-09-23 12:00:00,27.5,-65.5,70,85
"AL122016",21,2016-09-19 15:00:00,2016-09-24 12:00:00,29.5,-65,80,100
"AL122016",20,2016-09-19 09:00:00,2016-09-19 18:00:00,18.6,-49.7,35,45
"AL122016",20,2016-09-19 09:00:00,2016-09-20 06:00:00,19.1,-52.1,40,50
"AL122016",20,2016-09-19 09:00:00,2016-09-20 18:00:00,19.9,-54.6,45,55
"AL122016",20,2016-09-19 09:00:00,2016-09-21 06:00:00,21,-57.1,50,60
"AL122016",20,2016-09-19 09:00:00,2016-09-22 06:00:00,24,-62.2,60,75
"AL122016",20,2016-09-19 09:00:00,2016-09-23 06:00:00,27,-65.2,75,90
"AL122016",20,2016-09-19 09:00:00,2016-09-24 06:00:00,29.5,-65.7,85,105
"AL122016",19,2016-09-19 03:00:00,2016-09-19 12:00:00,18.5,-48.3,35,45
"AL122016",19,2016-09-19 03:00:00,2016-09-20 00:00:00,19.1,-50.9,40,50
"AL122016",19,2016-09-19 03:00:00,2016-09-20 12:00:00,19.8,-53.4,45,55
"AL122016",19,2016-09-19 03:00:00,2016-09-21 00:00:00,20.7,-55.9,50,60
"AL122016",19,2016-09-19 03:00:00,2016-09-22 00:00:00,23.1,-60.9,60,75
"AL122016",19,2016-09-19 03:00:00,2016-09-23 00:00:00,26.5,-65,70,85
"AL122016",19,2016-09-19 03:00:00,2016-09-24 00:00:00,28.8,-66.9,80,100
"AL122016",18,2016-09-18 21:00:00,2016-09-19 06:00:00,18.5,-47,40,50
"AL122016",18,2016-09-18 21:00:00,2016-09-19 18:00:00,19,-49.7,40,50
"AL122016",18,2016-09-18 21:00:00,2016-09-20 06:00:00,19.7,-52.2,45,55
"AL122016",18,2016-09-18 21:00:00,2016-09-20 18:00:00,20.5,-54.7,50,60
"AL122016",18,2016-09-18 21:00:00,2016-09-21 18:00:00,22.9,-59.7,60,75
"AL122016",18,2016-09-18 21:00:00,2016-09-22 18:00:00,25.4,-64.2,70,85
"AL122016",18,2016-09-18 21:00:00,2016-09-23 18:00:00,28,-67,80,100
"AL122016",17,2016-09-18 15:00:00,2016-09-19 00:00:00,18.2,-45.5,35,45
"AL122016",17,2016-09-18 15:00:00,2016-09-19 12:00:00,18.6,-48.2,40,50
"AL122016",17,2016-09-18 15:00:00,2016-09-20 00:00:00,19.3,-50.9,45,55
"AL122016",17,2016-09-18 15:00:00,2016-09-20 12:00:00,20.2,-53.3,50,60
"AL122016",17,2016-09-18 15:00:00,2016-09-21 12:00:00,22.3,-58.4,55,65
"AL122016",17,2016-09-18 15:00:00,2016-09-22 12:00:00,24.7,-63.2,65,80
"AL122016",17,2016-09-18 15:00:00,2016-09-23 12:00:00,27.3,-66.7,75,90
"AL122016",16,2016-09-18 09:00:00,2016-09-18 18:00:00,17.7,-44.3,35,45
"AL122016",16,2016-09-18 09:00:00,2016-09-19 06:00:00,18,-47,40,50
"AL122016",16,2016-09-18 09:00:00,2016-09-19 18:00:00,18.6,-49.6,40,50
"AL122016",16,2016-09-18 09:00:00,2016-09-20 06:00:00,19.3,-52.2,45,55
"AL122016",16,2016-09-18 09:00:00,2016-09-21 06:00:00,21.5,-57.2,55,65
"AL122016",16,2016-09-18 09:00:00,2016-09-22 06:00:00,23.9,-62.1,65,80
"AL122016",16,2016-09-18 09:00:00,2016-09-23 06:00:00,26.5,-66.5,75,90
"AL122016",15,2016-09-18 03:00:00,2016-09-18 12:00:00,17.9,-43.3,35,45
"AL122016",15,2016-09-18 03:00:00,2016-09-19 00:00:00,18.1,-46,40,50
"AL122016",15,2016-09-18 03:00:00,2016-09-19 12:00:00,18.6,-48.6,45,55
"AL122016",15,2016-09-18 03:00:00,2016-09-20 00:00:00,19.4,-51.1,50,60
"AL122016",15,2016-09-18 03:00:00,2016-09-21 00:00:00,21.2,-56.1,55,65
"AL122016",15,2016-09-18 03:00:00,2016-09-22 00:00:00,23.7,-61.4,65,80
"AL122016",15,2016-09-18 03:00:00,2016-09-23 00:00:00,25.8,-65.2,75,90
"AL122016",14,2016-09-17 21:00:00,2016-09-18 06:00:00,17.9,-42.3,35,45
"AL122016",14,2016-09-17 21:00:00,2016-09-18 18:00:00,17.8,-45,40,50
"AL122016",14,2016-09-17 21:00:00,2016-09-19 06:00:00,18.1,-47.6,40,50
"AL122016",14,2016-09-17 21:00:00,2016-09-19 18:00:00,18.8,-50.3,45,55
"AL122016",14,2016-09-17 21:00:00,2016-09-20 18:00:00,20.6,-55.4,50,60
"AL122016",14,2016-09-17 21:00:00,2016-09-21 18:00:00,23,-60.5,60,75
"AL122016",14,2016-09-17 21:00:00,2016-09-22 18:00:00,25,-64.5,70,85
"AL122016",13,2016-09-17 15:00:00,2016-09-18 00:00:00,18.1,-40.9,35,45
"AL122016",13,2016-09-17 15:00:00,2016-09-18 12:00:00,17.8,-43.6,35,45
"AL122016",13,2016-09-17 15:00:00,2016-09-19 00:00:00,17.8,-46.2,40,50
"AL122016",13,2016-09-17 15:00:00,2016-09-19 12:00:00,18.3,-48.7,45,55
"AL122016",13,2016-09-17 15:00:00,2016-09-20 12:00:00,20.2,-54,50,60
"AL122016",13,2016-09-17 15:00:00,2016-09-21 12:00:00,22.5,-59,60,75
"AL122016",13,2016-09-17 15:00:00,2016-09-22 12:00:00,25,-63,70,85
"AL122016",12,2016-09-17 09:00:00,2016-09-17 18:00:00,18.1,-40.1,35,45
"AL122016",12,2016-09-17 09:00:00,2016-09-18 06:00:00,17.9,-42.8,35,45
"AL122016",12,2016-09-17 09:00:00,2016-09-18 18:00:00,17.6,-45.4,40,50
"AL122016",12,2016-09-17 09:00:00,2016-09-19 06:00:00,17.8,-47.9,40,50
"AL122016",12,2016-09-17 09:00:00,2016-09-20 06:00:00,19.4,-53.1,50,60
"AL122016",12,2016-09-17 09:00:00,2016-09-21 06:00:00,22,-58.5,60,75
"AL122016",12,2016-09-17 09:00:00,2016-09-22 06:00:00,24.5,-63,70,85
"AL122016",11,2016-09-17 03:00:00,2016-09-17 12:00:00,18.5,-38.8,35,45
"AL122016",11,2016-09-17 03:00:00,2016-09-18 00:00:00,18.5,-41.5,35,45
"AL122016",11,2016-09-17 03:00:00,2016-09-18 12:00:00,18.5,-44.1,35,45
"AL122016",11,2016-09-17 03:00:00,2016-09-19 00:00:00,18.5,-46.8,40,50
"AL122016",11,2016-09-17 03:00:00,2016-09-20 00:00:00,20,-52,50,60
"AL122016",11,2016-09-17 03:00:00,2016-09-21 00:00:00,22,-57,60,75
"AL122016",11,2016-09-17 03:00:00,2016-09-22 00:00:00,25,-61.5,70,85
"AL122016",10,2016-09-16 21:00:00,2016-09-17 06:00:00,19,-37.3,40,50
"AL122016",10,2016-09-16 21:00:00,2016-09-17 18:00:00,19,-39.7,40,50
"AL122016",10,2016-09-16 21:00:00,2016-09-18 06:00:00,19,-42.5,40,50
"AL122016",10,2016-09-16 21:00:00,2016-09-18 18:00:00,19,-45.3,45,55
"AL122016",10,2016-09-16 21:00:00,2016-09-19 18:00:00,20,-50.5,50,60
"AL122016",10,2016-09-16 21:00:00,2016-09-20 18:00:00,22,-55.5,60,75
"AL122016",10,2016-09-16 21:00:00,2016-09-21 18:00:00,25,-60.5,70,85
"AL122016",9,2016-09-16 15:00:00,2016-09-17 00:00:00,18.5,-36.2,40,50
"AL122016",9,2016-09-16 15:00:00,2016-09-17 12:00:00,18.4,-38.8,40,50
"AL122016",9,2016-09-16 15:00:00,2016-09-18 00:00:00,17.9,-41.5,40,50
"AL122016",9,2016-09-16 15:00:00,2016-09-18 12:00:00,17.7,-44,45,55
"AL122016",9,2016-09-16 15:00:00,2016-09-19 12:00:00,18.3,-49,50,60
"AL122016",9,2016-09-16 15:00:00,2016-09-20 12:00:00,20,-54,60,75
"AL122016",9,2016-09-16 15:00:00,2016-09-21 12:00:00,22.5,-58.5,70,85
"AL122016",8,2016-09-16 09:00:00,2016-09-16 18:00:00,18.7,-35.3,40,50
"AL122016",8,2016-09-16 09:00:00,2016-09-17 06:00:00,18.7,-38,40,50
"AL122016",8,2016-09-16 09:00:00,2016-09-17 18:00:00,18.3,-40.7,40,50
"AL122016",8,2016-09-16 09:00:00,2016-09-18 06:00:00,17.7,-43.3,45,55
"AL122016",8,2016-09-16 09:00:00,2016-09-19 06:00:00,17.6,-48.1,50,60
"AL122016",8,2016-09-16 09:00:00,2016-09-20 06:00:00,19,-53,55,65
"AL122016",8,2016-09-16 09:00:00,2016-09-21 06:00:00,21.5,-57.5,65,80
"AL122016",7,2016-09-16 03:00:00,2016-09-16 12:00:00,18,-34.5,40,50
"AL122016",7,2016-09-16 03:00:00,2016-09-17 00:00:00,18,-37.1,40,50
"AL122016",7,2016-09-16 03:00:00,2016-09-17 12:00:00,17.8,-39.7,40,50
"AL122016",7,2016-09-16 03:00:00,2016-09-18 00:00:00,17.5,-42.4,45,55
"AL122016",7,2016-09-16 03:00:00,2016-09-19 00:00:00,17.1,-47.8,50,60
"AL122016",7,2016-09-16 03:00:00,2016-09-20 00:00:00,17.8,-52.7,55,65
"AL122016",7,2016-09-16 03:00:00,2016-09-21 00:00:00,19,-57,60,75
"AL122016",6,2016-09-15 21:00:00,2016-09-16 06:00:00,17.9,-33.3,30,40
"AL122016",6,2016-09-15 21:00:00,2016-09-16 18:00:00,18,-36,30,40
"AL122016",6,2016-09-15 21:00:00,2016-09-17 06:00:00,17.8,-38.6,25,35
"AL122016",6,2016-09-15 21:00:00,2016-09-17 18:00:00,17.5,-41.2,30,40
"AL122016",6,2016-09-15 21:00:00,2016-09-18 18:00:00,17,-46.5,35,45
"AL122016",6,2016-09-15 21:00:00,2016-09-19 18:00:00,17.5,-51.5,40,50
"AL122016",6,2016-09-15 21:00:00,2016-09-20 18:00:00,18.5,-56,45,55
"AL122016",5,2016-09-15 15:00:00,2016-09-16 00:00:00,17.8,-32.2,30,40
"AL122016",5,2016-09-15 15:00:00,2016-09-16 12:00:00,17.9,-34.8,30,40
"AL122016",5,2016-09-15 15:00:00,2016-09-17 00:00:00,17.7,-37.4,25,35
"AL122016",5,2016-09-15 15:00:00,2016-09-17 12:00:00,17.4,-40.1,25,35
"AL122016",5,2016-09-15 15:00:00,2016-09-18 12:00:00,16.5,-45.2,30,40
"AL122016",5,2016-09-15 15:00:00,2016-09-19 12:00:00,16.7,-50.3,35,45
"AL122016",5,2016-09-15 15:00:00,2016-09-20 12:00:00,17.5,-55,40,50
"AL122016",4,2016-09-15 09:00:00,2016-09-15 18:00:00,17.8,-31.2,30,40
"AL122016",4,2016-09-15 09:00:00,2016-09-16 06:00:00,18,-33.7,30,40
"AL122016",4,2016-09-15 09:00:00,2016-09-16 18:00:00,17.9,-36.4,30,40
"AL122016",4,2016-09-15 09:00:00,2016-09-17 06:00:00,17.6,-39,30,40
"AL122016",4,2016-09-15 09:00:00,2016-09-18 06:00:00,16.7,-43.8,30,40
"AL122016",4,2016-09-15 09:00:00,2016-09-19 06:00:00,16.5,-49,35,45
"AL122016",4,2016-09-15 09:00:00,2016-09-20 06:00:00,17,-53.5,40,50
"AL122016",3,2016-09-15 03:00:00,2016-09-15 12:00:00,17.8,-29.4,35,45
"AL122016",3,2016-09-15 03:00:00,2016-09-16 00:00:00,18,-31.9,35,45
"AL122016",3,2016-09-15 03:00:00,2016-09-16 12:00:00,18.1,-34.3,30,40
"AL122016",3,2016-09-15 03:00:00,2016-09-17 00:00:00,17.9,-36.6,30,40
"AL122016",3,2016-09-15 03:00:00,2016-09-18 00:00:00,17.5,-40.7,30,40
"AL122016",3,2016-09-15 03:00:00,2016-09-19 00:00:00,17.4,-44.6,35,45
"AL122016",3,2016-09-15 03:00:00,2016-09-20 00:00:00,17.9,-49,40,50
"AL122016",2,2016-09-14 21:00:00,2016-09-15 06:00:00,17.9,-28.4,35,45
"AL122016",2,2016-09-14 21:00:00,2016-09-15 18:00:00,18,-30.8,35,45
"AL122016",2,2016-09-14 21:00:00,2016-09-16 06:00:00,18.1,-33.2,30,40
"AL122016",2,2016-09-14 21:00:00,2016-09-16 18:00:00,18.1,-35.6,30,40
"AL122016",2,2016-09-14 21:00:00,2016-09-17 18:00:00,18,-39.5,30,40
"AL122016",2,2016-09-14 21:00:00,2016-09-18 18:00:00,17.5,-43.5,35,45
"AL122016",2,2016-09-14 21:00:00,2016-09-19 18:00:00,18,-47.5,40,50
