"Key","Adv","ObDate","FcstDate","Lat","Lon","Wind","Gust"
"AL142016",30,2016-10-05 15:00:00,2016-10-06 00:00:00,23.1,-76,110,135
"AL142016",30,2016-10-05 15:00:00,2016-10-06 12:00:00,24.8,-77.5,115,140
"AL142016",30,2016-10-05 15:00:00,2016-10-07 00:00:00,26.6,-79,115,140
"AL142016",30,2016-10-05 15:00:00,2016-10-07 12:00:00,28.2,-80.1,115,140
"AL142016",30,2016-10-05 15:00:00,2016-10-08 12:00:00,31.5,-80,95,115
"AL142016",30,2016-10-05 15:00:00,2016-10-09 12:00:00,32.5,-76,85,105
"AL142016",30,2016-10-05 15:00:00,2016-10-10 12:00:00,32,-74,70,85
"AL142016",29,2016-10-05 09:00:00,2016-10-05 18:00:00,22.3,-75.3,110,135
"AL142016",29,2016-10-05 09:00:00,2016-10-06 06:00:00,23.9,-76.6,115,140
"AL142016",29,2016-10-05 09:00:00,2016-10-06 18:00:00,25.5,-78.2,115,140
"AL142016",29,2016-10-05 09:00:00,2016-10-07 06:00:00,27.2,-79.5,115,140
"AL142016",29,2016-10-05 09:00:00,2016-10-08 06:00:00,30.5,-80.2,95,115
"AL142016",29,2016-10-05 09:00:00,2016-10-09 06:00:00,32.8,-77,85,105
"AL142016",29,2016-10-05 09:00:00,2016-10-10 06:00:00,33.1,-74,70,85
"AL142016",28,2016-10-05 03:00:00,2016-10-05 12:00:00,21.7,-74.8,115,140
"AL142016",28,2016-10-05 03:00:00,2016-10-06 00:00:00,23.3,-76,115,140
"AL142016",28,2016-10-05 03:00:00,2016-10-06 12:00:00,25,-77.6,115,140
"AL142016",28,2016-10-05 03:00:00,2016-10-07 00:00:00,26.7,-79,115,140
"AL142016",28,2016-10-05 03:00:00,2016-10-08 00:00:00,30.3,-80.8,100,120
"AL142016",28,2016-10-05 03:00:00,2016-10-09 00:00:00,33.2,-78.1,85,105
"AL142016",28,2016-10-05 03:00:00,2016-10-10 00:00:00,37,-72,70,85
"AL142016",27,2016-10-04 21:00:00,2016-10-05 06:00:00,21.1,-74.5,115,140
"AL142016",27,2016-10-04 21:00:00,2016-10-05 18:00:00,22.5,-75.3,115,140
"AL142016",27,2016-10-04 21:00:00,2016-10-06 06:00:00,24,-76.6,115,140
"AL142016",27,2016-10-04 21:00:00,2016-10-06 18:00:00,25.9,-78.2,115,140
"AL142016",27,2016-10-04 21:00:00,2016-10-07 18:00:00,29.5,-80.3,100,120
"AL142016",27,2016-10-04 21:00:00,2016-10-08 18:00:00,33.5,-78,85,105
"AL142016",27,2016-10-04 21:00:00,2016-10-09 18:00:00,40,-71,70,85
"AL142016",26,2016-10-04 15:00:00,2016-10-05 00:00:00,20.3,-74.3,125,150
"AL142016",26,2016-10-04 15:00:00,2016-10-05 12:00:00,22,-74.7,115,140
"AL142016",26,2016-10-04 15:00:00,2016-10-06 00:00:00,24,-76,115,140
"AL142016",26,2016-10-04 15:00:00,2016-10-06 12:00:00,25.6,-77.4,115,140
"AL142016",26,2016-10-04 15:00:00,2016-10-07 12:00:00,29.5,-79.7,110,135
"AL142016",26,2016-10-04 15:00:00,2016-10-08 12:00:00,34,-78.5,90,110
"AL142016",26,2016-10-04 15:00:00,2016-10-09 12:00:00,39.5,-72.5,80,100
"AL142016",25,2016-10-04 09:00:00,2016-10-04 18:00:00,19.2,-74.3,120,145
"AL142016",25,2016-10-04 09:00:00,2016-10-05 06:00:00,21,-74.6,115,140
"AL142016",25,2016-10-04 09:00:00,2016-10-05 18:00:00,22.8,-75.5,115,140
"AL142016",25,2016-10-04 09:00:00,2016-10-06 06:00:00,24.6,-76.9,110,135
"AL142016",25,2016-10-04 09:00:00,2016-10-07 06:00:00,28,-79.6,105,130
"AL142016",25,2016-10-04 09:00:00,2016-10-08 06:00:00,31.7,-79.7,90,110
"AL142016",25,2016-10-04 09:00:00,2016-10-09 06:00:00,35.5,-75.5,85,105
"AL142016",24,2016-10-04 03:00:00,2016-10-04 12:00:00,18.3,-74.5,125,150
"AL142016",24,2016-10-04 03:00:00,2016-10-05 00:00:00,20,-74.4,120,145
"AL142016",24,2016-10-04 03:00:00,2016-10-05 12:00:00,21.8,-75.2,115,140
"AL142016",24,2016-10-04 03:00:00,2016-10-06 00:00:00,23.4,-76.2,110,135
"AL142016",24,2016-10-04 03:00:00,2016-10-07 00:00:00,26.6,-78.7,105,130
"AL142016",24,2016-10-04 03:00:00,2016-10-08 00:00:00,30,-79.6,100,120
"AL142016",24,2016-10-04 03:00:00,2016-10-09 00:00:00,33.3,-77.6,90,110
"AL142016",23,2016-10-03 21:00:00,2016-10-04 06:00:00,17.4,-74.6,120,145
"AL142016",23,2016-10-03 21:00:00,2016-10-04 18:00:00,19.2,-74.4,120,145
"AL142016",23,2016-10-03 21:00:00,2016-10-05 06:00:00,21,-74.7,115,140
"AL142016",23,2016-10-03 21:00:00,2016-10-05 18:00:00,22.8,-75.5,110,135
"AL142016",23,2016-10-03 21:00:00,2016-10-06 18:00:00,26,-78,105,130
"AL142016",23,2016-10-03 21:00:00,2016-10-07 18:00:00,29.5,-79,100,120
"AL142016",23,2016-10-03 21:00:00,2016-10-08 18:00:00,33,-78,90,110
"AL142016",22,2016-10-03 15:00:00,2016-10-04 00:00:00,17,-74.7,120,145
"AL142016",22,2016-10-03 15:00:00,2016-10-04 12:00:00,18.9,-74.5,115,140
"AL142016",22,2016-10-03 15:00:00,2016-10-05 00:00:00,20.8,-74.5,115,140
"AL142016",22,2016-10-03 15:00:00,2016-10-05 12:00:00,22.6,-74.9,110,135
"AL142016",22,2016-10-03 15:00:00,2016-10-06 12:00:00,25.5,-76.5,105,130
"AL142016",22,2016-10-03 15:00:00,2016-10-07 12:00:00,28.5,-77.5,95,115
"AL142016",22,2016-10-03 15:00:00,2016-10-08 12:00:00,32,-77,95,115
"AL142016",21,2016-10-03 09:00:00,2016-10-03 18:00:00,16.2,-74.9,115,140
"AL142016",21,2016-10-03 09:00:00,2016-10-04 06:00:00,17.9,-74.7,115,140
"AL142016",21,2016-10-03 09:00:00,2016-10-04 18:00:00,19.7,-74.6,115,140
"AL142016",21,2016-10-03 09:00:00,2016-10-05 06:00:00,21.4,-74.8,105,130
"AL142016",21,2016-10-03 09:00:00,2016-10-06 06:00:00,24.6,-75.9,105,130
"AL142016",21,2016-10-03 09:00:00,2016-10-07 06:00:00,27.6,-76.9,95,115
"AL142016",21,2016-10-03 09:00:00,2016-10-08 06:00:00,30.8,-77,90,110
"AL142016",20,2016-10-03 03:00:00,2016-10-03 12:00:00,15.7,-75.1,125,150
"AL142016",20,2016-10-03 03:00:00,2016-10-04 00:00:00,17.1,-75,125,150
"AL142016",20,2016-10-03 03:00:00,2016-10-04 12:00:00,18.8,-74.8,120,145
"AL142016",20,2016-10-03 03:00:00,2016-10-05 00:00:00,20.6,-74.9,105,130
"AL142016",20,2016-10-03 03:00:00,2016-10-06 00:00:00,24,-75.6,105,130
"AL142016",20,2016-10-03 03:00:00,2016-10-07 00:00:00,27.1,-76.6,95,115
"AL142016",20,2016-10-03 03:00:00,2016-10-08 00:00:00,30.1,-76.7,90,110
"AL142016",19,2016-10-02 21:00:00,2016-10-03 06:00:00,15.4,-74.9,125,150
"AL142016",19,2016-10-02 21:00:00,2016-10-03 18:00:00,16.7,-74.9,125,150
"AL142016",19,2016-10-02 21:00:00,2016-10-04 06:00:00,18.3,-74.7,115,140
"AL142016",19,2016-10-02 21:00:00,2016-10-04 18:00:00,20.1,-74.5,110,135
"AL142016",19,2016-10-02 21:00:00,2016-10-05 18:00:00,23.6,-75.1,100,120
"AL142016",19,2016-10-02 21:00:00,2016-10-06 18:00:00,26.8,-76.1,95,115
"AL142016",19,2016-10-02 21:00:00,2016-10-07 18:00:00,30,-76.5,90,110
"AL142016",18,2016-10-02 15:00:00,2016-10-03 00:00:00,14.9,-74.8,120,145
"AL142016",18,2016-10-02 15:00:00,2016-10-03 12:00:00,16.1,-75,115,140
"AL142016",18,2016-10-02 15:00:00,2016-10-04 00:00:00,17.7,-74.7,115,140
"AL142016",18,2016-10-02 15:00:00,2016-10-04 12:00:00,19.5,-74.5,110,135
"AL142016",18,2016-10-02 15:00:00,2016-10-05 12:00:00,23.2,-75,100,120
"AL142016",18,2016-10-02 15:00:00,2016-10-06 12:00:00,26.5,-76,95,115
"AL142016",18,2016-10-02 15:00:00,2016-10-07 12:00:00,29.5,-76.5,90,110
"AL142016",17,2016-10-02 09:00:00,2016-10-02 18:00:00,14.6,-74.5,125,150
"AL142016",17,2016-10-02 09:00:00,2016-10-03 06:00:00,15.6,-74.7,120,145
"AL142016",17,2016-10-02 09:00:00,2016-10-03 18:00:00,17.1,-74.7,115,140
"AL142016",17,2016-10-02 09:00:00,2016-10-04 06:00:00,18.8,-74.5,110,135
"AL142016",17,2016-10-02 09:00:00,2016-10-05 06:00:00,22.6,-74.8,105,130
"AL142016",17,2016-10-02 09:00:00,2016-10-06 06:00:00,25.5,-75.5,100,120
"AL142016",17,2016-10-02 09:00:00,2016-10-07 06:00:00,28,-76.2,95,115
"AL142016",16,2016-10-02 03:00:00,2016-10-02 12:00:00,14.2,-73.8,125,150
"AL142016",16,2016-10-02 03:00:00,2016-10-03 00:00:00,15.3,-74.4,120,145
"AL142016",16,2016-10-02 03:00:00,2016-10-03 12:00:00,16.7,-74.4,115,140
"AL142016",16,2016-10-02 03:00:00,2016-10-04 00:00:00,18.3,-74.3,110,135
"AL142016",16,2016-10-02 03:00:00,2016-10-05 00:00:00,22,-74.5,100,120
"AL142016",16,2016-10-02 03:00:00,2016-10-06 00:00:00,25,-75,100,120
"AL142016",16,2016-10-02 03:00:00,2016-10-07 00:00:00,27.5,-75.5,100,120
"AL142016",15,2016-10-01 21:00:00,2016-10-02 06:00:00,13.6,-73.8,125,150
"AL142016",15,2016-10-01 21:00:00,2016-10-02 18:00:00,14.8,-74.4,120,145
"AL142016",15,2016-10-01 21:00:00,2016-10-03 06:00:00,16.1,-74.9,115,140
"AL142016",15,2016-10-01 21:00:00,2016-10-03 18:00:00,17.6,-75,110,135
"AL142016",15,2016-10-01 21:00:00,2016-10-04 18:00:00,21,-75,95,115
"AL142016",15,2016-10-01 21:00:00,2016-10-05 18:00:00,24.5,-75.5,100,120
"AL142016",15,2016-10-01 21:00:00,2016-10-06 18:00:00,26.5,-76,100,120
"AL142016",14,2016-10-01 15:00:00,2016-10-02 00:00:00,13.6,-73.9,120,145
"AL142016",14,2016-10-01 15:00:00,2016-10-02 12:00:00,14.5,-74.6,115,140
"AL142016",14,2016-10-01 15:00:00,2016-10-03 00:00:00,15.7,-75.2,110,135
"AL142016",14,2016-10-01 15:00:00,2016-10-03 12:00:00,17.1,-75.5,110,135
"AL142016",14,2016-10-01 15:00:00,2016-10-04 12:00:00,20.5,-75.5,95,115
"AL142016",14,2016-10-01 15:00:00,2016-10-05 12:00:00,24,-76,95,115
"AL142016",14,2016-10-01 15:00:00,2016-10-06 12:00:00,26.5,-76.5,100,120
"AL142016",13,2016-10-01 09:00:00,2016-10-01 18:00:00,13.3,-73.6,130,160
"AL142016",13,2016-10-01 09:00:00,2016-10-02 06:00:00,13.8,-74.5,120,145
"AL142016",13,2016-10-01 09:00:00,2016-10-02 18:00:00,14.9,-75.1,110,135
"AL142016",13,2016-10-01 09:00:00,2016-10-03 06:00:00,16.2,-75.7,110,135
"AL142016",13,2016-10-01 09:00:00,2016-10-04 06:00:00,19.5,-76,110,135
"AL142016",13,2016-10-01 09:00:00,2016-10-05 06:00:00,23,-76,90,110
"AL142016",13,2016-10-01 09:00:00,2016-10-06 06:00:00,26,-76.5,95,115
"AL142016",12,2016-10-01 03:00:00,2016-10-01 12:00:00,13.3,-73.3,135,165
"AL142016",12,2016-10-01 03:00:00,2016-10-02 00:00:00,13.7,-74.2,125,150
"AL142016",12,2016-10-01 03:00:00,2016-10-02 12:00:00,14.6,-75,115,140
"AL142016",12,2016-10-01 03:00:00,2016-10-03 00:00:00,16,-76,115,140
"AL142016",12,2016-10-01 03:00:00,2016-10-04 00:00:00,19,-76.3,115,140
"AL142016",12,2016-10-01 03:00:00,2016-10-05 00:00:00,23.1,-76.3,90,110
"AL142016",12,2016-10-01 03:00:00,2016-10-06 00:00:00,26,-76.5,95,115
"AL142016",11,2016-09-30 21:00:00,2016-10-01 06:00:00,13.3,-72.8,125,150
"AL142016",11,2016-09-30 21:00:00,2016-10-01 18:00:00,13.5,-73.9,120,145
"AL142016",11,2016-09-30 21:00:00,2016-10-02 06:00:00,14.1,-74.8,115,140
"AL142016",11,2016-09-30 21:00:00,2016-10-02 18:00:00,15.2,-75.6,110,135
"AL142016",11,2016-09-30 21:00:00,2016-10-03 18:00:00,18.2,-76.2,105,130
"AL142016",11,2016-09-30 21:00:00,2016-10-04 18:00:00,22,-76,90,110
"AL142016",11,2016-09-30 21:00:00,2016-10-05 18:00:00,25,-76,90,110
"AL142016",10,2016-09-30 15:00:00,2016-10-01 00:00:00,13.5,-71.9,100,120
"AL142016",10,2016-09-30 15:00:00,2016-10-01 12:00:00,13.5,-73.3,100,120
"AL142016",10,2016-09-30 15:00:00,2016-10-02 00:00:00,13.8,-74.3,100,120
"AL142016",10,2016-09-30 15:00:00,2016-10-02 12:00:00,14.7,-75,100,120
"AL142016",10,2016-09-30 15:00:00,2016-10-03 12:00:00,17.5,-76,100,120
"AL142016",10,2016-09-30 15:00:00,2016-10-04 12:00:00,21.5,-76,90,110
"AL142016",10,2016-09-30 15:00:00,2016-10-05 12:00:00,25.5,-75.7,85,105
"AL142016",9,2016-09-30 09:00:00,2016-09-30 18:00:00,13.8,-71.2,95,115
"AL142016",9,2016-09-30 09:00:00,2016-10-01 06:00:00,13.7,-72.5,100,120
"AL142016",9,2016-09-30 09:00:00,2016-10-01 18:00:00,13.9,-73.7,100,120
"AL142016",9,2016-09-30 09:00:00,2016-10-02 06:00:00,14.5,-74.8,100,120
"AL142016",9,2016-09-30 09:00:00,2016-10-03 06:00:00,17,-76,105,130
"AL142016",9,2016-09-30 09:00:00,2016-10-04 06:00:00,20.5,-76,90,110
"AL142016",9,2016-09-30 09:00:00,2016-10-05 06:00:00,24.5,-76,85,105
"AL142016",8,2016-09-30 06:00:00,2016-09-30 12:00:00,14,-70.4,95,115
"AL142016",8,2016-09-30 06:00:00,2016-10-01 00:00:00,13.9,-72,100,125
"AL142016",8,2016-09-30 06:00:00,2016-10-01 12:00:00,13.8,-73,105,130
"AL142016",8,2016-09-30 06:00:00,2016-10-02 00:00:00,14.1,-74,105,130
"AL142016",8,2016-09-30 06:00:00,2016-10-03 00:00:00,16.4,-75.3,105,130
"AL142016",8,2016-09-30 06:00:00,2016-10-04 00:00:00,19.7,-75.6,90,110
"AL142016",8,2016-09-30 06:00:00,2016-10-05 00:00:00,23.5,-75.5,85,105
"AL142016",7,2016-09-30 03:00:00,2016-09-30 12:00:00,14,-70.4,75,90
"AL142016",7,2016-09-30 03:00:00,2016-10-01 00:00:00,13.9,-72,75,90
"AL142016",7,2016-09-30 03:00:00,2016-10-01 12:00:00,13.8,-73,80,100
"AL142016",7,2016-09-30 03:00:00,2016-10-02 00:00:00,14.1,-74,85,105
"AL142016",7,2016-09-30 03:00:00,2016-10-03 00:00:00,16.4,-75.3,90,110
"AL142016",7,2016-09-30 03:00:00,2016-10-04 00:00:00,19.7,-75.6,90,110
"AL142016",7,2016-09-30 03:00:00,2016-10-05 00:00:00,23.5,-75.5,85,105
"AL142016",6,2016-09-29 21:00:00,2016-09-30 06:00:00,14,-69.6,70,85
"AL142016",6,2016-09-29 21:00:00,2016-09-30 18:00:00,13.8,-71.5,75,90
"AL142016",6,2016-09-29 21:00:00,2016-10-01 06:00:00,13.7,-72.7,80,100
"AL142016",6,2016-09-29 21:00:00,2016-10-01 18:00:00,13.7,-73.7,85,105
"AL142016",6,2016-09-29 21:00:00,2016-10-02 18:00:00,15.7,-75.1,90,110
"AL142016",6,2016-09-29 21:00:00,2016-10-03 18:00:00,18.6,-75.5,90,110
"AL142016",6,2016-09-29 21:00:00,2016-10-04 18:00:00,22.5,-75.5,85,105
"AL142016",5,2016-09-29 15:00:00,2016-09-30 00:00:00,14.3,-68,60,75
"AL142016",5,2016-09-29 15:00:00,2016-09-30 12:00:00,14.1,-70.2,65,80
"AL142016",5,2016-09-29 15:00:00,2016-10-01 00:00:00,13.9,-71.8,70,85
"AL142016",5,2016-09-29 15:00:00,2016-10-01 12:00:00,13.9,-72.8,75,90
"AL142016",5,2016-09-29 15:00:00,2016-10-02 12:00:00,15.3,-74.4,80,100
"AL142016",5,2016-09-29 15:00:00,2016-10-03 12:00:00,18,-75.2,85,105
"AL142016",5,2016-09-29 15:00:00,2016-10-04 12:00:00,21.5,-75.5,80,100
"AL142016",4,2016-09-29 09:00:00,2016-09-29 18:00:00,14.1,-66.7,60,75
"AL142016",4,2016-09-29 09:00:00,2016-09-30 06:00:00,14.1,-69.2,65,80
"AL142016",4,2016-09-29 09:00:00,2016-09-30 18:00:00,13.9,-70.8,70,85
"AL142016",4,2016-09-29 09:00:00,2016-10-01 06:00:00,13.8,-72.2,75,90
"AL142016",4,2016-09-29 09:00:00,2016-10-02 06:00:00,14.5,-74,75,90
"AL142016",4,2016-09-29 09:00:00,2016-10-03 06:00:00,17.5,-75,85,105
"AL142016",4,2016-09-29 09:00:00,2016-10-04 06:00:00,20.5,-75.5,80,100
"AL142016",3,2016-09-29 03:00:00,2016-09-29 12:00:00,14.3,-65.3,60,75
"AL142016",3,2016-09-29 03:00:00,2016-09-30 00:00:00,14.4,-67.9,65,80
"AL142016",3,2016-09-29 03:00:00,2016-09-30 12:00:00,14.3,-70,70,85
"AL142016",3,2016-09-29 03:00:00,2016-10-01 00:00:00,14.1,-71.5,75,90
"AL142016",3,2016-09-29 03:00:00,2016-10-02 00:00:00,14.5,-73.5,75,90
"AL142016",3,2016-09-29 03:00:00,2016-10-03 00:00:00,16.8,-75,90,110
"AL142016",3,2016-09-29 03:00:00,2016-10-04 00:00:00,20,-75.5,90,110
"AL142016",2,2016-09-28 21:00:00,2016-09-29 06:00:00,14.1,-64.4,50,60
"AL142016",2,2016-09-28 21:00:00,2016-09-29 18:00:00,14.4,-67.1,55,65
"AL142016",2,2016-09-28 21:00:00,2016-09-30 06:00:00,14.4,-69.5,65,80
"AL142016",2,2016-09-28 21:00:00,2016-09-30 18:00:00,14.1,-71.3,70,85
"AL142016",2,2016-09-28 21:00:00,2016-10-01 18:00:00,14.2,-73.5,80,100
"AL142016",2,2016-09-28 21:00:00,2016-10-02 18:00:00,15.8,-75,90,110
"AL142016",2,2016-09-28 21:00:00,2016-10-03 18:00:00,19,-76,90,110
"AL142016",1,2016-09-28 15:00:00,2016-09-29 00:00:00,13.6,-63.2,50,60
"AL142016",1,2016-09-28 15:00:00,2016-09-29 12:00:00,13.9,-66.4,55,65
"AL142016",1,2016-09-28 15:00:00,2016-09-30 00:00:00,13.9,-69,60,75
"AL142016",1,2016-09-28 15:00:00,2016-09-30 12:00:00,13.8,-71.2,65,80
"AL142016",1,2016-09-28 15:00:00,2016-10-01 12:00:00,13.5,-74.2,70,85
"AL142016",1,2016-09-28 15:00:00,2016-10-02 12:00:00,14.8,-75.6,80,100
"AL142016",1,2016-09-28 15:00:00,2016-10-03 12:00:00,17.5,-76.5,90,110
"AL132016",22,2016-09-25 03:00:00,2016-09-25 12:00:00,27.2,-42.2,30,40
"AL132016",22,2016-09-25 03:00:00,2016-09-26 00:00:00,29.3,-42.4,25,35
"AL132016",22,2016-09-25 03:00:00,2016-09-26 12:00:00,31.4,-42.1,25,35
"AL132016",21,2016-09-24 21:00:00,2016-09-25 06:00:00,26.4,-41.1,30,40
"AL132016",21,2016-09-24 21:00:00,2016-09-25 18:00:00,28.4,-42,25,35
"AL132016",21,2016-09-24 21:00:00,2016-09-26 06:00:00,30.5,-42.4,20,30
"AL132016",20,2016-09-24 15:00:00,2016-09-25 00:00:00,25.7,-40.1,30,40
"AL132016",20,2016-09-24 15:00:00,2016-09-25 12:00:00,27.4,-41.5,25,35
"AL132016",20,2016-09-24 15:00:00,2016-09-26 00:00:00,29.3,-42.1,20,30
"AL132016",19,2016-09-24 09:00:00,2016-09-24 18:00:00,24.6,-39.3,30,40
"AL132016",19,2016-09-24 09:00:00,2016-09-25 06:00:00,26,-41.2,25,35
"AL132016",19,2016-09-24 09:00:00,2016-09-25 18:00:00,28,-42.2,20,30
"AL132016",18,2016-09-24 03:00:00,2016-09-24 12:00:00,23.9,-38.7,30,40
"AL132016",18,2016-09-24 03:00:00,2016-09-25 00:00:00,25,-40.8,25,35
"AL132016",18,2016-09-24 03:00:00,2016-09-25 12:00:00,26.4,-42.3,25,35
"AL132016",18,2016-09-24 03:00:00,2016-09-26 00:00:00,28.8,-42.7,25,35
"AL132016",17,2016-09-23 21:00:00,2016-09-24 06:00:00,23.4,-38,30,40
"AL132016",17,2016-09-23 21:00:00,2016-09-24 18:00:00,24.4,-40.1,25,35
"AL132016",17,2016-09-23 21:00:00,2016-09-25 06:00:00,26,-42,25,35
"AL132016",17,2016-09-23 21:00:00,2016-09-25 18:00:00,27.9,-42.3,25,35
"AL132016",16,2016-09-23 15:00:00,2016-09-24 00:00:00,23.1,-37.5,30,40
"AL132016",16,2016-09-23 15:00:00,2016-09-24 12:00:00,24.2,-39.5,30,40
"AL132016",16,2016-09-23 15:00:00,2016-09-25 00:00:00,25.4,-41.3,25,35
"AL132016",16,2016-09-23 15:00:00,2016-09-25 12:00:00,27.4,-42.3,25,35
"AL132016",16,2016-09-23 15:00:00,2016-09-26 12:00:00,31.5,-40.5,25,35
"AL132016",15,2016-09-23 09:00:00,2016-09-23 18:00:00,22.7,-36.8,30,40
"AL132016",15,2016-09-23 09:00:00,2016-09-24 06:00:00,23.6,-38.3,30,40
"AL132016",15,2016-09-23 09:00:00,2016-09-24 18:00:00,24.6,-40.1,25,35
"AL132016",15,2016-09-23 09:00:00,2016-09-25 06:00:00,26.1,-41.7,25,35
"AL132016",15,2016-09-23 09:00:00,2016-09-26 06:00:00,30.5,-42,25,35
"AL132016",14,2016-09-23 03:00:00,2016-09-23 12:00:00,22.4,-36.3,35,45
"AL132016",14,2016-09-23 03:00:00,2016-09-24 00:00:00,23.6,-37.8,30,40
"AL132016",14,2016-09-23 03:00:00,2016-09-24 12:00:00,24.7,-39.3,30,40
"AL132016",14,2016-09-23 03:00:00,2016-09-25 00:00:00,26.2,-40.7,30,40
"AL132016",14,2016-09-23 03:00:00,2016-09-26 00:00:00,30.5,-41,30,40
"AL132016",14,2016-09-23 03:00:00,2016-09-27 00:00:00,35.5,-37,30,40
"AL132016",13,2016-09-22 21:00:00,2016-09-23 06:00:00,21.8,-35.6,40,50
"AL132016",13,2016-09-22 21:00:00,2016-09-23 18:00:00,23.2,-37,35,45
"AL132016",13,2016-09-22 21:00:00,2016-09-24 06:00:00,24.4,-38.5,30,40
"AL132016",13,2016-09-22 21:00:00,2016-09-24 18:00:00,25.6,-40.1,30,40
"AL132016",13,2016-09-22 21:00:00,2016-09-25 18:00:00,29.5,-41,30,40
"AL132016",13,2016-09-22 21:00:00,2016-09-26 18:00:00,34,-38,30,40
"AL132016",13,2016-09-22 21:00:00,2016-09-27 18:00:00,42.5,-30,30,40
"AL132016",12,2016-09-22 15:00:00,2016-09-23 00:00:00,21.1,-35.1,45,55
"AL132016",12,2016-09-22 15:00:00,2016-09-23 12:00:00,22.5,-36.4,40,50
"AL132016",12,2016-09-22 15:00:00,2016-09-24 00:00:00,23.8,-37.6,35,45
"AL132016",12,2016-09-22 15:00:00,2016-09-24 12:00:00,25,-39,30,40
"AL132016",12,2016-09-22 15:00:00,2016-09-25 12:00:00,28,-41,30,40
"AL132016",12,2016-09-22 15:00:00,2016-09-26 12:00:00,32,-39.5,25,35
"AL132016",12,2016-09-22 15:00:00,2016-09-27 12:00:00,35.5,-37,25,35
"AL132016",11,2016-09-22 09:00:00,2016-09-22 18:00:00,20.9,-34.7,35,45
"AL132016",11,2016-09-22 09:00:00,2016-09-23 06:00:00,22.3,-36,30,40
"AL132016",11,2016-09-22 09:00:00,2016-09-23 18:00:00,23.6,-37.3,30,40
"AL132016",11,2016-09-22 09:00:00,2016-09-24 06:00:00,25,-38.5,30,40
"AL132016",11,2016-09-22 09:00:00,2016-09-25 06:00:00,27.5,-41,25,35
"AL132016",11,2016-09-22 09:00:00,2016-09-26 06:00:00,31.5,-40,25,35
"AL132016",11,2016-09-22 09:00:00,2016-09-27 06:00:00,35,-38,25,35
"AL132016",10,2016-09-22 03:00:00,2016-09-22 12:00:00,20.2,-33.8,40,50
"AL132016",10,2016-09-22 03:00:00,2016-09-23 00:00:00,21.6,-35.2,35,45
"AL132016",10,2016-09-22 03:00:00,2016-09-23 12:00:00,23,-36.5,30,40
"AL132016",10,2016-09-22 03:00:00,2016-09-24 00:00:00,24.3,-37.8,30,40
"AL132016",10,2016-09-22 03:00:00,2016-09-25 00:00:00,26.7,-40.5,25,35
"AL132016",10,2016-09-22 03:00:00,2016-09-26 00:00:00,31,-41,25,35
"AL132016",10,2016-09-22 03:00:00,2016-09-27 00:00:00,36.5,-37.5,25,35
"AL132016",9,2016-09-21 21:00:00,2016-09-22 06:00:00,19.4,-33.3,40,50
"AL132016",9,2016-09-21 21:00:00,2016-09-22 18:00:00,20.8,-34.7,40,50
"AL132016",9,2016-09-21 21:00:00,2016-09-23 06:00:00,22.1,-36,35,45
"AL132016",9,2016-09-21 21:00:00,2016-09-23 18:00:00,23.5,-37.2,30,40
"AL132016",9,2016-09-21 21:00:00,2016-09-24 18:00:00,26,-40,30,40
"AL132016",9,2016-09-21 21:00:00,2016-09-25 18:00:00,30,-41.5,25,35
"AL132016",9,2016-09-21 21:00:00,2016-09-26 18:00:00,36,-38,25,35
"AL132016",8,2016-09-21 15:00:00,2016-09-22 00:00:00,18.6,-33.4,50,60
"AL132016",8,2016-09-21 15:00:00,2016-09-22 12:00:00,19.7,-34.9,45,55
"AL132016",8,2016-09-21 15:00:00,2016-09-23 00:00:00,20.9,-36.5,45,55
"AL132016",8,2016-09-21 15:00:00,2016-09-23 12:00:00,22.3,-38,40,50
"AL132016",8,2016-09-21 15:00:00,2016-09-24 12:00:00,25,-41,30,40
"AL132016",8,2016-09-21 15:00:00,2016-09-25 12:00:00,28.5,-43,25,35
"AL132016",8,2016-09-21 15:00:00,2016-09-26 12:00:00,34,-41,25,35
"AL132016",7,2016-09-21 09:00:00,2016-09-21 18:00:00,18.2,-33.2,50,60
"AL132016",7,2016-09-21 09:00:00,2016-09-22 06:00:00,19.1,-34.5,50,60
"AL132016",7,2016-09-21 09:00:00,2016-09-22 18:00:00,20.1,-35.9,45,55
"AL132016",7,2016-09-21 09:00:00,2016-09-23 06:00:00,21.3,-37.4,40,50
"AL132016",7,2016-09-21 09:00:00,2016-09-24 06:00:00,24.1,-40.4,30,40
"AL132016",7,2016-09-21 09:00:00,2016-09-25 06:00:00,27.5,-43,25,35
"AL132016",7,2016-09-21 09:00:00,2016-09-26 06:00:00,32.5,-43,25,35
"AL132016",6,2016-09-21 03:00:00,2016-09-21 12:00:00,17.8,-32.7,45,55
"AL132016",6,2016-09-21 03:00:00,2016-09-22 00:00:00,18.6,-34,50,60
"AL132016",6,2016-09-21 03:00:00,2016-09-22 12:00:00,19.4,-35.2,45,55
"AL132016",6,2016-09-21 03:00:00,2016-09-23 00:00:00,20.6,-36.7,40,50
"AL132016",6,2016-09-21 03:00:00,2016-09-24 00:00:00,23.6,-39.8,30,40
"AL132016",6,2016-09-21 03:00:00,2016-09-25 00:00:00,26.5,-42.5,25,35
"AL132016",6,2016-09-21 03:00:00,2016-09-26 00:00:00,31,-43.5,25,35
