key,date_time,wind_34_ne,wind_34_se,wind_34_sw,wind_34_nw,wind_50_ne,wind_50_se,wind_50_sw,wind_50_nw,wind_64_ne,wind_64_se,wind_64_sw,wind_64_nw
EP052014,2014-07-01T00:00:00Z,60,60,40,40,NA,NA,NA,NA,NA,NA,NA,NA
EP052014,2014-07-01T06:00:00Z,60,60,40,40,NA,NA,NA,NA,NA,NA,NA,NA
EP052014,2014-07-01T12:00:00Z,60,60,40,40,NA,NA,NA,NA,NA,NA,NA,NA
EP052014,2014-07-01T18:00:00Z,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA
EP062014,2014-07-07T18:00:00Z,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP062014,2014-07-08T00:00:00Z,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP062014,2014-07-08T06:00:00Z,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP062014,2014-07-08T12:00:00Z,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP062014,2014-07-08T18:00:00Z,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-07-25T06:00:00Z,40,50,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-07-25T12:00:00Z,40,50,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-07-25T18:00:00Z,40,50,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-07-26T00:00:00Z,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-07-26T06:00:00Z,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-08-02T18:00:00Z,60,30,30,60,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-08-05T18:00:00Z,20,20,10,20,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-08-06T00:00:00Z,20,20,10,20,NA,NA,NA,NA,NA,NA,NA,NA
EP072014,2014-08-06T06:00:00Z,75,60,60,75,35,30,30,35,NA,NA,NA,NA
EP072014,2014-08-06T12:00:00Z,100,75,70,85,50,45,40,50,25,NA,NA,20
EP072014,2014-08-06T18:00:00Z,120,90,80,110,60,50,50,60,50,20,20,45
EP072014,2014-08-07T00:00:00Z,120,90,80,110,60,40,40,50,40,20,20,30
EP072014,2014-08-07T06:00:00Z,120,90,80,110,60,40,40,50,40,20,20,30
EP072014,2014-08-07T12:00:00Z,120,90,80,110,60,40,40,50,40,20,20,30
EP072014,2014-08-07T18:00:00Z,120,90,80,110,60,40,40,50,40,20,20,30
EP072014,2014-08-08T00:00:00Z,120,90,80,110,60,40,40,50,40,20,20,30
EP072014,2014-08-08T06:00:00Z,135,115,115,135,90,75,75,90,50,40,40,50
EP072014,2014-08-08T12:00:00Z,120,120,110,110,80,80,70,70,55,55,40,40
EP072014,2014-08-08T18:00:00Z,120,120,105,115,80,80,70,70,55,55,40,40
EP072014,2014-08-09T00:00:00Z,120,120,110,115,80,80,70,70,55,55,40,40
EP072014,2014-08-09T06:00:00Z,120,120,110,115,80,80,70,70,55,55,40,40
EP072014,2014-08-09T12:00:00Z,120,120,110,115,80,80,70,70,55,55,40,40
EP072014,2014-08-09T18:00:00Z,110,110,100,105,70,70,60,60,45,45,30,30
EP072014,2014-08-10T00:00:00Z,105,105,100,105,60,60,50,50,35,35,30,30
EP072014,2014-08-10T06:00:00Z,115,105,100,115,65,60,40,55,35,20,20,35
EP072014,2014-08-10T12:00:00Z,115,105,100,115,65,60,40,55,35,20,20,35
EP072014,2014-08-10T18:00:00Z,105,95,80,100,55,45,30,50,15,15,15,15
EP072014,2014-08-11T00:00:00Z,105,90,80,100,55,35,30,50,NA,NA,NA,NA
EP072014,2014-08-11T06:00:00Z,105,90,80,100,30,20,20,30,NA,NA,NA,NA
EP072014,2014-08-11T12:00:00Z,105,90,80,100,NA,NA,NA,NA,NA,NA,NA,NA
EP082014,2014-07-26T18:00:00Z,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP082014,2014-07-27T00:00:00Z,40,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
EP082014,2014-07-27T06:00:00Z,40,40,20,40,20,20,NA,20,NA,NA,NA,NA
EP082014,2014-07-27T12:00:00Z,50,40,20,50,20,20,10,20,NA,NA,NA,NA
EP082014,2014-07-27T18:00:00Z,50,50,40,50,30,20,20,20,10,10,NA,10
EP082014,2014-07-28T00:00:00Z,50,50,40,50,30,20,20,20,10,10,NA,10
EP082014,2014-07-28T06:00:00Z,50,50,40,50,30,20,NA,20,NA,NA,NA,NA
EP082014,2014-07-28T12:00:00Z,50,50,40,50,30,20,NA,20,NA,NA,NA,NA
EP082014,2014-07-28T18:00:00Z,50,50,40,50,NA,NA,NA,NA,NA,NA,NA,NA
EP082014,2014-07-29T00:00:00Z,50,50,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
EP082014,2014-07-29T06:00:00Z,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP092014,2014-07-31T18:00:00Z,80,90,30,50,NA,NA,NA,NA,NA,NA,NA,NA
EP092014,2014-08-01T00:00:00Z,80,90,30,50,NA,NA,NA,NA,NA,NA,NA,NA
EP092014,2014-08-01T06:00:00Z,80,90,40,60,30,30,NA,NA,NA,NA,NA,NA
EP092014,2014-08-01T12:00:00Z,80,90,40,60,30,30,NA,30,NA,NA,NA,NA
EP092014,2014-08-01T18:00:00Z,80,90,40,60,30,30,NA,30,NA,NA,NA,NA
EP092014,2014-08-02T00:00:00Z,70,70,40,70,30,30,NA,30,15,15,NA,15
EP092014,2014-08-02T06:00:00Z,60,50,50,70,30,30,20,30,20,15,NA,20
EP092014,2014-08-02T12:00:00Z,60,50,50,70,30,30,20,30,20,15,NA,20
EP092014,2014-08-02T18:00:00Z,60,50,50,70,30,30,20,30,20,15,NA,20
EP092014,2014-08-03T00:00:00Z,60,50,50,70,40,40,20,40,25,20,10,20
EP092014,2014-08-03T06:00:00Z,70,70,50,70,40,40,20,40,25,20,10,20
EP092014,2014-08-03T12:00:00Z,80,80,50,70,40,40,20,40,30,25,15,30
EP092014,2014-08-03T18:00:00Z,80,80,50,70,40,40,20,40,30,25,15,30
EP092014,2014-08-04T00:00:00Z,80,80,50,70,50,50,30,50,30,25,20,30
EP092014,2014-08-04T06:00:00Z,80,80,50,70,50,50,30,50,30,25,20,30
EP092014,2014-08-04T12:00:00Z,80,80,50,70,50,50,40,50,35,30,25,30
EP092014,2014-08-04T18:00:00Z,80,80,60,80,50,50,40,50,35,30,25,30
EP092014,2014-08-05T00:00:00Z,80,80,60,80,50,50,40,50,35,30,25,30
EP092014,2014-08-05T06:00:00Z,90,90,60,90,50,50,40,50,35,30,25,30
EP092014,2014-08-05T12:00:00Z,90,90,60,90,50,50,40,50,35,30,25,30
EP092014,2014-08-05T18:00:00Z,90,90,60,90,50,50,40,50,30,30,20,30
EP092014,2014-08-06T00:00:00Z,100,60,60,90,50,30,30,45,30,20,20,25
EP092014,2014-08-06T06:00:00Z,135,90,90,125,90,50,50,85,30,20,20,30
EP092014,2014-08-06T12:00:00Z,120,75,80,115,80,40,45,75,25,15,15,20
EP092014,2014-08-06T18:00:00Z,100,70,70,100,70,40,40,70,30,15,15,30
EP092014,2014-08-07T00:00:00Z,120,80,35,120,60,30,20,50,40,20,NA,30
EP092014,2014-08-07T06:00:00Z,120,80,30,120,70,30,10,50,40,20,NA,30
EP092014,2014-08-07T12:00:00Z,120,50,20,120,50,20,NA,50,30,10,NA,30
EP092014,2014-08-07T18:00:00Z,120,50,20,120,60,45,10,30,30,10,NA,25
EP092014,2014-08-08T00:00:00Z,160,90,20,120,90,20,15,70,30,NA,NA,30
EP092014,2014-08-08T06:00:00Z,150,90,20,120,60,20,NA,40,NA,NA,NA,NA
EP092014,2014-08-08T12:00:00Z,90,50,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
EP092014,2014-08-08T18:00:00Z,90,50,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
EP092014,2014-08-09T00:00:00Z,70,50,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
EP102014,2014-08-04T06:00:00Z,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP102014,2014-08-04T12:00:00Z,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP102014,2014-08-04T18:00:00Z,NA,30,60,70,NA,NA,NA,NA,NA,NA,NA,NA
EP102014,2014-08-05T00:00:00Z,20,30,60,90,NA,NA,20,30,NA,NA,NA,NA
EP102014,2014-08-05T06:00:00Z,20,30,60,90,NA,NA,20,30,NA,NA,NA,NA
EP102014,2014-08-05T12:00:00Z,20,30,60,90,NA,NA,20,30,NA,NA,NA,NA
EP102014,2014-08-05T18:00:00Z,20,30,60,90,NA,NA,20,30,NA,NA,NA,NA
EP102014,2014-08-06T00:00:00Z,20,30,60,90,NA,NA,20,30,NA,NA,NA,NA
EP102014,2014-08-06T06:00:00Z,50,50,60,90,30,30,30,30,15,15,15,15
EP102014,2014-08-06T12:00:00Z,50,50,60,90,30,30,30,30,15,15,15,15
EP102014,2014-08-06T18:00:00Z,50,50,60,90,30,30,30,30,15,15,15,15
EP102014,2014-08-07T00:00:00Z,60,60,60,80,30,30,30,30,15,15,15,15
EP102014,2014-08-07T06:00:00Z,60,60,60,80,30,30,30,30,15,15,15,15
EP102014,2014-08-07T12:00:00Z,60,60,60,80,30,30,30,30,15,15,15,15
EP102014,2014-08-07T18:00:00Z,80,70,70,80,40,40,40,40,20,15,15,20
EP102014,2014-08-08T00:00:00Z,100,90,60,100,50,40,30,50,30,25,20,25
EP102014,2014-08-08T06:00:00Z,110,100,70,110,60,50,40,60,35,30,25,30
EP102014,2014-08-08T12:00:00Z,100,90,60,100,50,40,30,50,30,25,20,25
EP102014,2014-08-08T18:00:00Z,100,90,60,100,50,40,30,50,30,25,20,25
EP102014,2014-08-09T00:00:00Z,100,90,60,100,50,40,30,50,30,25,20,25
EP102014,2014-08-09T06:00:00Z,150,60,50,140,90,40,30,85,30,25,20,25
EP102014,2014-08-09T12:00:00Z,145,110,90,125,90,65,45,60,30,30,25,30
EP102014,2014-08-09T18:00:00Z,145,110,90,125,90,65,45,60,30,30,25,30
EP102014,2014-08-10T00:00:00Z,140,105,90,120,85,55,40,55,30,25,20,30
EP102014,2014-08-10T06:00:00Z,140,105,90,120,85,55,40,55,30,25,20,30
EP102014,2014-08-10T12:00:00Z,130,120,70,90,85,75,35,50,35,30,20,25
EP102014,2014-08-10T18:00:00Z,110,90,80,100,60,30,50,40,25,10,20,15
EP102014,2014-08-11T00:00:00Z,110,90,80,100,60,40,40,40,25,10,20,15
EP102014,2014-08-11T06:00:00Z,105,85,75,95,55,35,35,35,25,15,15,20
EP102014,2014-08-11T12:00:00Z,135,135,75,90,50,25,20,75,20,NA,NA,NA
EP102014,2014-08-11T18:00:00Z,125,110,75,110,60,25,20,60,20,NA,NA,20
EP102014,2014-08-12T00:00:00Z,100,90,70,100,45,20,20,45,NA,NA,NA,NA
EP102014,2014-08-12T06:00:00Z,100,90,70,100,45,20,20,45,NA,NA,NA,NA
EP102014,2014-08-12T12:00:00Z,90,90,80,80,30,30,30,30,NA,NA,NA,NA
EP102014,2014-08-12T18:00:00Z,90,80,80,90,30,20,20,30,NA,NA,NA,NA
EP102014,2014-08-13T00:00:00Z,100,90,80,100,40,20,20,40,NA,NA,NA,NA
EP102014,2014-08-13T06:00:00Z,110,100,80,100,40,35,20,35,25,20,NA,20
EP102014,2014-08-13T12:00:00Z,110,100,80,100,40,35,25,35,25,20,NA,20
EP102014,2014-08-13T18:00:00Z,120,100,90,120,50,40,30,50,25,20,10,30
EP102014,2014-08-14T00:00:00Z,110,90,70,60,40,35,25,25,30,25,NA,NA
EP102014,2014-08-14T06:00:00Z,110,90,70,60,30,30,30,30,NA,NA,NA,NA
EP102014,2014-08-14T12:00:00Z,70,80,60,50,25,25,10,10,NA,NA,NA,NA
EP102014,2014-08-14T18:00:00Z,70,80,60,50,25,25,10,10,NA,NA,NA,NA
EP102014,2014-08-15T00:00:00Z,70,90,50,50,NA,NA,NA,NA,NA,NA,NA,NA
EP102014,2014-08-15T06:00:00Z,70,90,45,45,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-13T12:00:00Z,30,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-13T18:00:00Z,30,30,20,30,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-14T00:00:00Z,30,30,20,30,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-14T06:00:00Z,40,40,30,40,NA,NA,20,20,NA,NA,NA,NA
EP112014,2014-08-14T12:00:00Z,40,40,40,40,NA,NA,20,20,NA,NA,NA,NA
EP112014,2014-08-14T18:00:00Z,40,40,40,40,20,20,20,20,10,NA,NA,10
EP112014,2014-08-15T00:00:00Z,40,40,40,40,20,20,20,20,NA,NA,NA,NA
EP112014,2014-08-15T06:00:00Z,40,40,40,40,20,20,20,20,NA,NA,NA,NA
EP112014,2014-08-15T12:00:00Z,50,40,40,50,20,20,20,20,NA,NA,NA,NA
EP112014,2014-08-15T18:00:00Z,50,40,40,50,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-16T00:00:00Z,50,40,40,50,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-16T06:00:00Z,60,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-16T12:00:00Z,60,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-16T18:00:00Z,60,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-17T00:00:00Z,60,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-17T06:00:00Z,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-17T12:00:00Z,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-17T18:00:00Z,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-18T00:00:00Z,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-18T06:00:00Z,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-18T12:00:00Z,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-18T18:00:00Z,70,30,30,70,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-19T00:00:00Z,70,50,40,70,30,NA,NA,30,NA,NA,NA,NA
EP112014,2014-08-19T06:00:00Z,70,60,40,70,30,NA,NA,30,NA,NA,NA,NA
EP112014,2014-08-19T12:00:00Z,60,60,30,60,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-19T18:00:00Z,60,60,30,60,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-20T00:00:00Z,60,50,40,60,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-20T06:00:00Z,50,40,50,50,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-20T12:00:00Z,50,40,50,50,20,NA,NA,20,NA,NA,NA,NA
EP112014,2014-08-20T18:00:00Z,50,40,50,50,20,NA,NA,20,NA,NA,NA,NA
EP112014,2014-08-21T00:00:00Z,50,40,50,50,20,NA,NA,20,NA,NA,NA,NA
EP112014,2014-08-21T06:00:00Z,50,40,50,50,20,NA,NA,20,NA,NA,NA,NA
EP112014,2014-08-21T12:00:00Z,50,40,50,50,20,NA,NA,20,NA,NA,NA,NA
EP112014,2014-08-21T18:00:00Z,50,40,50,50,20,NA,NA,20,NA,NA,NA,NA
EP112014,2014-08-22T00:00:00Z,50,50,50,50,20,20,20,20,NA,NA,NA,NA
EP112014,2014-08-22T06:00:00Z,50,50,50,50,20,20,20,20,NA,NA,NA,NA
EP112014,2014-08-22T12:00:00Z,50,50,50,50,20,20,20,20,NA,NA,NA,NA
EP112014,2014-08-22T18:00:00Z,50,60,60,50,20,30,30,20,NA,10,10,NA
EP112014,2014-08-23T00:00:00Z,50,60,60,50,20,30,30,20,10,10,10,10
EP112014,2014-08-23T06:00:00Z,50,60,60,50,20,30,30,20,10,10,10,10
EP112014,2014-08-23T12:00:00Z,50,60,60,50,20,30,30,20,10,10,10,10
EP112014,2014-08-23T18:00:00Z,50,60,60,50,20,30,30,20,10,10,10,10
EP112014,2014-08-24T00:00:00Z,50,60,60,50,20,30,30,20,NA,10,10,NA
EP112014,2014-08-24T06:00:00Z,50,60,60,50,20,30,30,20,NA,NA,NA,NA
EP112014,2014-08-24T12:00:00Z,50,60,60,50,NA,20,20,NA,NA,NA,NA,NA
EP112014,2014-08-24T18:00:00Z,50,60,60,50,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-25T00:00:00Z,50,60,60,50,NA,NA,NA,NA,NA,NA,NA,NA
EP112014,2014-08-25T06:00:00Z,40,50,50,40,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-18T18:00:00Z,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-19T00:00:00Z,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-19T06:00:00Z,70,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-19T12:00:00Z,90,150,70,50,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-19T18:00:00Z,120,180,150,110,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-20T00:00:00Z,120,180,150,110,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-20T06:00:00Z,120,180,150,110,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-20T12:00:00Z,120,180,150,110,50,50,NA,NA,NA,NA,NA,NA
EP122014,2014-08-20T18:00:00Z,120,180,150,110,50,50,NA,NA,NA,NA,NA,NA
EP122014,2014-08-21T00:00:00Z,140,180,150,130,50,50,NA,NA,NA,NA,NA,NA
EP122014,2014-08-21T06:00:00Z,160,160,160,160,80,80,80,80,NA,NA,NA,NA
EP122014,2014-08-21T12:00:00Z,160,160,160,160,80,80,80,80,50,50,50,50
EP122014,2014-08-21T18:00:00Z,160,140,140,160,80,70,60,80,50,50,30,50
EP122014,2014-08-22T00:00:00Z,160,140,140,160,80,70,60,80,NA,NA,NA,NA
EP122014,2014-08-22T06:00:00Z,160,140,140,160,80,70,60,80,NA,NA,NA,NA
EP122014,2014-08-22T12:00:00Z,160,140,140,160,80,70,60,80,NA,NA,NA,NA
EP122014,2014-08-22T18:00:00Z,160,140,140,160,80,70,60,80,NA,NA,NA,NA
EP122014,2014-08-23T00:00:00Z,140,120,110,140,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-23T06:00:00Z,120,100,90,120,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-23T12:00:00Z,120,100,90,120,NA,NA,NA,NA,NA,NA,NA,NA
EP122014,2014-08-23T18:00:00Z,120,90,90,120,NA,NA,NA,NA,NA,NA,NA,NA
EP132014,2014-08-22T06:00:00Z,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
EP132014,2014-08-22T12:00:00Z,50,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
EP132014,2014-08-22T18:00:00Z,70,30,30,70,30,NA,NA,30,NA,NA,NA,NA
EP132014,2014-08-23T00:00:00Z,80,50,40,70,40,30,20,30,NA,NA,NA,NA
EP132014,2014-08-23T06:00:00Z,80,50,40,70,40,30,20,30,20,10,NA,20
EP132014,2014-08-23T12:00:00Z,90,70,60,80,40,30,20,30,20,10,10,20
EP132014,2014-08-23T18:00:00Z,100,90,80,90,50,40,30,40,30,20,10,20
EP132014,2014-08-24T00:00:00Z,150,130,120,110,50,40,30,50,30,20,10,25
EP132014,2014-08-24T06:00:00Z,220,180,150,150,90,90,60,60,40,30,20,30
EP132014,2014-08-24T12:00:00Z,220,200,150,150,90,90,60,60,40,30,20,30
EP132014,2014-08-24T18:00:00Z,240,240,150,150,90,90,70,90,50,40,30,40
EP132014,2014-08-25T00:00:00Z,240,240,150,150,90,90,70,90,50,40,30,40
EP132014,2014-08-25T06:00:00Z,250,270,150,150,90,100,70,90,50,50,30,40
EP132014,2014-08-25T12:00:00Z,250,270,150,150,90,100,70,90,50,50,30,40
EP132014,2014-08-25T18:00:00Z,240,270,160,160,100,120,70,90,50,40,30,40
EP132014,2014-08-26T00:00:00Z,240,270,160,160,100,120,70,90,50,40,30,40
EP132014,2014-08-26T06:00:00Z,240,240,160,170,100,100,80,80,50,40,30,40
EP132014,2014-08-26T12:00:00Z,240,240,160,170,100,100,80,80,50,40,30,40
EP132014,2014-08-26T18:00:00Z,200,180,120,160,100,80,60,70,40,30,15,40
EP132014,2014-08-27T00:00:00Z,200,180,120,160,100,80,60,70,40,30,15,40
EP132014,2014-08-27T06:00:00Z,200,170,120,160,90,80,60,70,50,30,15,40
EP132014,2014-08-27T12:00:00Z,180,160,100,160,90,80,60,70,50,30,NA,30
EP132014,2014-08-27T18:00:00Z,160,150,80,140,60,60,NA,50,NA,NA,NA,NA
EP132014,2014-08-28T00:00:00Z,160,150,80,140,50,NA,NA,NA,NA,NA,NA,NA
EP132014,2014-08-28T06:00:00Z,160,120,60,150,NA,NA,NA,NA,NA,NA,NA,NA
EP132014,2014-08-28T12:00:00Z,120,80,40,120,NA,NA,NA,NA,NA,NA,NA,NA
EP132014,2014-08-28T18:00:00Z,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
EP132014,2014-08-29T00:00:00Z,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
EP132014,2014-08-29T06:00:00Z,80,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
EP142014,2014-09-02T12:00:00Z,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP142014,2014-09-02T18:00:00Z,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP142014,2014-09-03T00:00:00Z,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP142014,2014-09-03T06:00:00Z,50,50,30,30,NA,NA,NA,NA,NA,NA,NA,NA
EP142014,2014-09-03T12:00:00Z,50,50,40,40,20,20,NA,20,NA,NA,NA,NA
EP142014,2014-09-03T18:00:00Z,80,80,60,60,30,30,20,20,NA,NA,NA,NA
EP142014,2014-09-04T00:00:00Z,90,90,70,80,40,40,30,30,20,20,NA,10
EP142014,2014-09-04T06:00:00Z,90,90,80,70,40,40,30,30,20,20,NA,NA
EP142014,2014-09-04T12:00:00Z,90,90,80,70,40,40,30,30,20,20,NA,NA
EP142014,2014-09-04T18:00:00Z,120,100,90,80,60,50,40,40,30,20,15,15
EP142014,2014-09-05T00:00:00Z,120,100,90,80,60,50,40,40,30,20,15,15
EP142014,2014-09-05T06:00:00Z,120,100,90,80,60,50,40,40,30,20,15,15
EP142014,2014-09-05T12:00:00Z,120,100,90,80,60,50,40,40,30,20,15,15
EP142014,2014-09-05T18:00:00Z,120,100,90,80,60,50,40,40,40,30,15,20
EP142014,2014-09-06T00:00:00Z,120,100,90,80,60,50,40,40,40,30,15,20
EP142014,2014-09-06T06:00:00Z,120,100,90,80,60,50,40,40,40,30,15,20
EP142014,2014-09-06T12:00:00Z,120,100,90,80,60,50,40,40,40,30,15,20
EP142014,2014-09-06T18:00:00Z,120,100,90,70,60,50,40,40,40,30,15,20
EP142014,2014-09-07T00:00:00Z,80,80,70,70,60,50,30,30,20,20,10,20
EP142014,2014-09-07T06:00:00Z,80,80,70,70,50,50,30,30,30,30,10,20
EP142014,2014-09-07T12:00:00Z,70,70,60,60,40,40,20,30,NA,NA,NA,NA
EP142014,2014-09-07T18:00:00Z,60,60,50,50,NA,NA,NA,NA,NA,NA,NA,NA
EP142014,2014-09-08T00:00:00Z,60,40,40,50,NA,NA,NA,NA,NA,NA,NA,NA
EP142014,2014-09-08T06:00:00Z,30,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-10T06:00:00Z,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-10T12:00:00Z,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-10T18:00:00Z,50,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-11T00:00:00Z,60,40,60,60,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-11T06:00:00Z,60,40,60,60,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-11T12:00:00Z,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-11T18:00:00Z,60,80,80,60,NA,20,20,NA,NA,NA,NA,NA
EP152014,2014-09-12T00:00:00Z,70,100,100,60,NA,20,20,NA,NA,NA,NA,NA
EP152014,2014-09-12T06:00:00Z,70,120,120,70,NA,40,40,NA,NA,NA,NA,NA
EP152014,2014-09-12T12:00:00Z,90,140,150,70,NA,60,40,NA,NA,NA,NA,NA
EP152014,2014-09-12T18:00:00Z,100,150,180,70,NA,60,40,NA,NA,NA,NA,NA
EP152014,2014-09-13T00:00:00Z,100,150,180,70,NA,60,40,NA,NA,NA,NA,NA
EP152014,2014-09-13T06:00:00Z,120,150,180,80,30,60,40,30,20,NA,NA,20
EP152014,2014-09-13T12:00:00Z,140,150,170,90,40,60,50,40,20,20,20,20
EP152014,2014-09-13T18:00:00Z,160,150,160,90,50,60,50,40,30,20,20,20
EP152014,2014-09-14T00:00:00Z,160,160,150,100,60,60,50,50,40,30,20,30
EP152014,2014-09-14T06:00:00Z,160,170,130,110,70,70,50,60,40,40,20,30
EP152014,2014-09-14T12:00:00Z,160,170,130,110,70,70,50,60,40,40,20,30
EP152014,2014-09-14T18:00:00Z,170,170,110,120,80,60,60,60,50,50,30,30
EP152014,2014-09-15T00:00:00Z,180,180,100,120,80,60,60,60,50,50,30,30
EP152014,2014-09-15T04:45:00Z,170,180,100,120,80,60,60,60,50,50,30,30
EP152014,2014-09-15T06:00:00Z,150,180,100,120,80,60,60,60,50,50,30,30
EP152014,2014-09-15T12:00:00Z,140,170,100,110,80,60,60,50,40,40,30,20
EP152014,2014-09-15T18:00:00Z,140,160,100,100,70,60,50,50,40,40,30,20
EP152014,2014-09-16T00:00:00Z,120,140,100,100,60,50,40,40,20,NA,NA,NA
EP152014,2014-09-16T06:00:00Z,120,130,90,90,50,40,30,30,NA,NA,NA,NA
EP152014,2014-09-16T12:00:00Z,110,130,90,90,40,40,20,20,NA,NA,NA,NA
EP152014,2014-09-16T18:00:00Z,100,120,NA,80,40,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-17T00:00:00Z,90,120,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-17T06:00:00Z,80,120,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-17T12:00:00Z,70,120,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP152014,2014-09-17T16:30:00Z,NA,120,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
EP172014,2014-09-16T00:00:00Z,NA,80,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP172014,2014-09-16T06:00:00Z,NA,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP172014,2014-09-16T12:00:00Z,NA,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
EP172014,2014-09-16T18:00:00Z,50,60,50,50,NA,NA,NA,NA,NA,NA,NA,NA
