key,date_time,wind_34_ne,wind_34_se,wind_34_sw,wind_34_nw,wind_50_ne,wind_50_se,wind_50_sw,wind_50_nw,wind_64_ne,wind_64_se,wind_64_sw,wind_64_nw
AL012004,2004-08-01T18:00:00Z,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012004,2004-08-02T00:00:00Z,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012004,2004-08-02T06:00:00Z,60,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012004,2004-08-02T12:00:00Z,75,90,60,20,30,30,NA,NA,NA,NA,NA,NA
AL012004,2004-08-02T18:00:00Z,75,90,50,30,30,30,20,20,NA,NA,NA,NA
AL012004,2004-08-03T00:00:00Z,75,90,50,30,30,30,20,20,NA,NA,NA,NA
AL012004,2004-08-03T06:00:00Z,75,90,50,40,30,30,30,20,20,20,20,NA
AL012004,2004-08-03T12:00:00Z,75,90,50,40,30,50,30,20,20,20,20,NA
AL012004,2004-08-03T18:00:00Z,90,90,75,50,60,50,30,30,30,30,20,15
AL012004,2004-08-04T00:00:00Z,80,100,75,50,40,50,40,20,15,40,30,15
AL012004,2004-08-04T06:00:00Z,60,120,75,75,40,75,50,50,20,50,30,15
AL012004,2004-08-04T12:00:00Z,60,120,75,75,40,75,50,50,20,50,30,15
AL012004,2004-08-04T18:00:00Z,90,150,125,75,50,75,50,50,25,50,25,15
AL012004,2004-08-05T00:00:00Z,80,150,125,75,50,80,60,50,30,50,30,20
AL012004,2004-08-05T06:00:00Z,80,225,200,75,50,80,60,50,30,50,30,20
AL012004,2004-08-05T12:00:00Z,80,300,300,75,50,80,60,50,30,50,30,20
AL012004,2004-08-05T18:00:00Z,75,300,300,75,50,75,50,30,25,50,25,NA
AL012004,2004-08-06T00:00:00Z,75,300,300,75,50,75,50,30,25,50,25,NA
AL012004,2004-08-06T06:00:00Z,75,300,300,75,50,75,50,30,25,50,25,NA
AL012004,2004-08-06T12:00:00Z,75,300,300,75,50,75,50,30,NA,NA,NA,NA
AL022004,2004-08-09T12:00:00Z,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-09T18:00:00Z,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-10T00:00:00Z,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-10T06:00:00Z,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-10T12:00:00Z,25,25,25,25,15,15,15,15,NA,NA,NA,NA
AL022004,2004-08-10T18:00:00Z,25,40,40,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-11T00:00:00Z,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-11T06:00:00Z,35,45,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-11T12:00:00Z,45,60,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-11T18:00:00Z,45,60,25,25,15,15,15,15,NA,NA,NA,NA
AL022004,2004-08-12T00:00:00Z,45,60,25,25,15,15,15,15,NA,NA,NA,NA
AL022004,2004-08-12T06:00:00Z,45,60,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL022004,2004-08-12T12:00:00Z,45,60,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL032004,2004-08-10T06:00:00Z,75,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL032004,2004-08-10T12:00:00Z,90,50,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL032004,2004-08-10T18:00:00Z,90,50,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL032004,2004-08-11T00:00:00Z,90,50,NA,75,20,NA,NA,NA,NA,NA,NA,NA
AL032004,2004-08-11T06:00:00Z,90,50,NA,75,20,NA,NA,NA,NA,NA,NA,NA
AL032004,2004-08-11T12:00:00Z,90,75,NA,75,40,NA,NA,40,NA,NA,NA,NA
AL032004,2004-08-11T18:00:00Z,90,75,NA,75,40,NA,NA,40,25,NA,NA,25
AL032004,2004-08-12T00:00:00Z,90,75,30,75,40,NA,NA,40,25,NA,NA,25
AL032004,2004-08-12T06:00:00Z,90,75,30,75,50,20,NA,40,20,NA,NA,20
AL032004,2004-08-12T12:00:00Z,90,90,30,75,50,30,10,40,20,15,10,20
AL032004,2004-08-12T18:00:00Z,90,90,40,90,60,50,20,40,25,20,10,20
AL032004,2004-08-13T00:00:00Z,90,90,45,90,60,50,20,40,25,20,10,20
AL032004,2004-08-13T06:00:00Z,90,90,45,90,60,50,20,40,25,20,10,20
AL032004,2004-08-13T12:00:00Z,90,90,75,75,50,50,40,40,25,25,15,15
AL032004,2004-08-13T18:00:00Z,40,75,75,50,30,40,40,25,20,20,10,10
AL032004,2004-08-14T00:00:00Z,40,75,40,40,30,40,30,25,20,20,20,10
AL032004,2004-08-14T06:00:00Z,75,100,40,40,50,75,30,25,25,50,20,10
AL032004,2004-08-14T12:00:00Z,75,100,40,40,50,75,NA,NA,25,40,NA,NA
AL032004,2004-08-14T18:00:00Z,75,75,30,30,50,50,15,15,NA,NA,NA,NA
AL032004,2004-08-15T00:00:00Z,75,75,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032004,2004-08-15T06:00:00Z,75,75,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-14T00:00:00Z,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-14T06:00:00Z,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-14T12:00:00Z,60,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-14T18:00:00Z,90,75,75,75,25,25,25,25,NA,NA,NA,NA
AL042004,2004-08-15T00:00:00Z,120,75,75,90,40,40,40,40,20,20,20,20
AL042004,2004-08-15T06:00:00Z,120,75,75,100,50,40,40,50,25,20,20,25
AL042004,2004-08-15T12:00:00Z,120,75,75,120,75,40,40,75,25,20,20,25
AL042004,2004-08-15T18:00:00Z,120,75,75,120,60,40,40,60,25,25,20,25
AL042004,2004-08-16T00:00:00Z,100,90,60,100,40,60,30,40,20,20,15,20
AL042004,2004-08-16T06:00:00Z,90,90,60,90,40,60,30,40,20,20,15,20
AL042004,2004-08-16T12:00:00Z,75,90,60,75,60,60,40,40,20,20,20,20
AL042004,2004-08-16T18:00:00Z,75,90,60,60,60,60,40,40,25,25,20,20
AL042004,2004-08-17T00:00:00Z,90,90,60,60,70,70,40,40,25,25,20,20
AL042004,2004-08-17T06:00:00Z,90,90,60,60,70,70,30,30,25,25,15,15
AL042004,2004-08-17T12:00:00Z,90,90,60,60,70,70,30,30,25,25,10,10
AL042004,2004-08-17T18:00:00Z,90,90,60,60,70,70,30,30,20,20,20,20
AL042004,2004-08-18T00:00:00Z,90,90,60,60,60,60,40,30,20,20,20,15
AL042004,2004-08-18T06:00:00Z,90,60,40,60,50,30,20,20,20,20,NA,NA
AL042004,2004-08-18T12:00:00Z,90,60,NA,60,50,30,NA,20,NA,NA,NA,NA
AL042004,2004-08-18T18:00:00Z,90,60,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-19T00:00:00Z,90,60,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-19T06:00:00Z,90,50,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-19T12:00:00Z,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-19T18:00:00Z,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-20T00:00:00Z,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-20T06:00:00Z,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL042004,2004-08-20T12:00:00Z,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL052004,2004-08-14T18:00:00Z,75,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL052004,2004-08-15T00:00:00Z,75,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL052004,2004-08-15T06:00:00Z,90,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL052004,2004-08-15T12:00:00Z,90,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL052004,2004-08-15T18:00:00Z,75,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL062004,2004-08-25T18:00:00Z,40,20,20,40,NA,NA,NA,NA,NA,NA,NA,NA
AL062004,2004-08-26T00:00:00Z,50,30,30,50,NA,NA,NA,NA,NA,NA,NA,NA
AL062004,2004-08-26T06:00:00Z,60,40,40,60,NA,NA,NA,NA,NA,NA,NA,NA
AL062004,2004-08-26T12:00:00Z,65,50,50,65,30,20,20,30,NA,NA,NA,NA
AL062004,2004-08-26T18:00:00Z,70,55,55,70,35,20,20,35,15,NA,NA,15
AL062004,2004-08-27T00:00:00Z,75,60,60,75,40,30,30,40,15,NA,NA,15
AL062004,2004-08-27T06:00:00Z,75,60,60,75,40,30,30,40,15,15,15,15
AL062004,2004-08-27T12:00:00Z,80,65,65,80,40,30,30,40,20,15,15,20
AL062004,2004-08-27T18:00:00Z,90,80,80,90,45,35,35,45,20,20,20,20
AL062004,2004-08-28T00:00:00Z,90,80,80,90,45,35,35,45,20,20,20,20
AL062004,2004-08-28T06:00:00Z,90,90,90,90,50,40,40,50,20,20,20,20
AL062004,2004-08-28T12:00:00Z,90,90,90,90,50,50,50,50,25,25,25,25
AL062004,2004-08-28T18:00:00Z,100,90,90,90,60,50,55,60,30,25,30,30
AL062004,2004-08-29T00:00:00Z,110,100,100,110,65,50,60,65,30,25,30,30
AL062004,2004-08-29T06:00:00Z,120,100,100,120,65,50,60,65,35,25,30,35
AL062004,2004-08-29T12:00:00Z,135,110,110,135,70,50,60,70,40,25,30,40
AL062004,2004-08-29T18:00:00Z,150,110,110,150,75,50,60,75,40,25,30,45
AL062004,2004-08-30T00:00:00Z,150,110,110,150,75,50,60,75,40,25,30,45
AL062004,2004-08-30T06:00:00Z,150,110,110,150,75,50,70,90,40,25,30,45
AL062004,2004-08-30T12:00:00Z,150,110,120,150,90,50,70,90,45,30,30,45
AL062004,2004-08-30T18:00:00Z,160,120,120,160,90,70,70,90,50,40,40,50
AL062004,2004-08-31T00:00:00Z,160,130,120,160,90,80,70,90,50,40,40,50
AL062004,2004-08-31T06:00:00Z,160,130,120,160,90,80,70,90,55,45,45,55
AL062004,2004-08-31T12:00:00Z,160,130,120,160,90,90,70,90,55,45,45,55
AL062004,2004-08-31T18:00:00Z,160,130,120,160,100,90,75,90,55,45,45,60
AL062004,2004-09-01T00:00:00Z,160,130,120,160,110,100,75,100,65,50,45,60
AL062004,2004-09-01T06:00:00Z,160,130,120,160,120,100,75,100,70,55,45,60
AL062004,2004-09-01T12:00:00Z,160,130,120,160,120,100,75,100,70,55,45,60
AL062004,2004-09-01T18:00:00Z,160,130,120,160,120,100,75,100,70,55,45,60
AL062004,2004-09-02T00:00:00Z,160,130,120,160,120,100,75,100,70,60,45,60
AL062004,2004-09-02T06:00:00Z,160,130,120,160,120,100,75,100,70,60,45,60
AL062004,2004-09-02T12:00:00Z,160,130,120,160,120,100,75,100,70,60,45,60
AL062004,2004-09-02T18:00:00Z,160,140,120,160,120,100,75,100,70,60,45,60
AL062004,2004-09-03T00:00:00Z,160,150,120,160,120,100,75,100,70,60,45,60
AL062004,2004-09-03T06:00:00Z,160,150,120,150,120,100,75,100,70,65,45,65
AL062004,2004-09-03T12:00:00Z,165,150,120,160,120,100,75,100,70,70,45,70
AL062004,2004-09-03T18:00:00Z,170,150,120,160,125,100,75,100,75,75,45,75
AL062004,2004-09-04T00:00:00Z,175,160,120,160,125,100,80,110,80,70,45,75
AL062004,2004-09-04T06:00:00Z,175,160,120,160,125,100,80,110,85,60,50,75
AL062004,2004-09-04T12:00:00Z,175,160,120,160,125,100,80,110,85,60,50,75
AL062004,2004-09-04T18:00:00Z,175,160,125,160,125,100,90,120,75,60,50,75
AL062004,2004-09-05T00:00:00Z,175,160,125,160,125,100,90,120,75,60,50,75
AL062004,2004-09-05T06:00:00Z,175,160,125,160,125,100,75,120,75,60,40,60
AL062004,2004-09-05T12:00:00Z,175,150,125,125,80,80,40,40,60,30,30,30
AL062004,2004-09-05T18:00:00Z,175,125,125,125,40,30,25,25,NA,NA,NA,NA
AL062004,2004-09-06T00:00:00Z,175,125,125,175,30,NA,NA,NA,NA,NA,NA,NA
AL062004,2004-09-06T06:00:00Z,175,125,125,125,60,NA,NA,45,NA,NA,NA,NA
AL062004,2004-09-06T12:00:00Z,75,90,90,75,45,NA,NA,45,NA,NA,NA,NA
AL062004,2004-09-06T18:00:00Z,60,90,90,NA,25,NA,NA,25,NA,NA,NA,NA
AL062004,2004-09-07T00:00:00Z,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062004,2004-09-09T12:00:00Z,75,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-08-28T06:00:00Z,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-08-28T12:00:00Z,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-08-28T18:00:00Z,75,75,40,40,NA,25,NA,NA,NA,NA,NA,NA
AL072004,2004-08-29T00:00:00Z,50,50,50,50,25,25,25,25,NA,NA,NA,NA
AL072004,2004-08-29T06:00:00Z,50,50,40,50,25,25,25,25,NA,NA,NA,NA
AL072004,2004-08-29T12:00:00Z,50,50,30,30,25,25,20,20,10,10,NA,NA
AL072004,2004-08-29T18:00:00Z,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-08-31T00:00:00Z,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-08-31T06:00:00Z,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-08-31T12:00:00Z,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-08-31T18:00:00Z,NA,120,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-01T00:00:00Z,60,120,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-01T06:00:00Z,120,120,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-01T12:00:00Z,120,120,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-01T18:00:00Z,90,240,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-02T00:00:00Z,NA,240,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-02T06:00:00Z,NA,240,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-02T12:00:00Z,NA,240,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-02T18:00:00Z,NA,240,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072004,2004-09-03T00:00:00Z,NA,240,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082004,2004-08-29T12:00:00Z,25,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082004,2004-08-29T18:00:00Z,25,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082004,2004-08-30T00:00:00Z,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
AL082004,2004-08-30T06:00:00Z,50,50,40,40,25,25,NA,NA,NA,NA,NA,NA
AL082004,2004-08-30T12:00:00Z,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082004,2004-08-30T18:00:00Z,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082004,2004-08-31T00:00:00Z,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082004,2004-08-31T06:00:00Z,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-03T06:00:00Z,50,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-03T12:00:00Z,50,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-03T18:00:00Z,60,125,125,60,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-04T00:00:00Z,60,125,125,60,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-04T06:00:00Z,60,100,100,60,25,25,25,25,NA,NA,NA,NA
AL092004,2004-09-04T12:00:00Z,60,100,100,60,20,20,20,20,NA,NA,NA,NA
AL092004,2004-09-04T18:00:00Z,60,100,60,60,20,20,20,20,NA,NA,NA,NA
AL092004,2004-09-05T00:00:00Z,90,100,60,90,30,30,30,30,NA,NA,NA,NA
AL092004,2004-09-05T06:00:00Z,90,90,90,90,40,40,40,40,20,20,20,20
AL092004,2004-09-05T12:00:00Z,110,110,70,90,40,40,40,40,20,20,20,20
AL092004,2004-09-05T18:00:00Z,110,110,90,90,40,40,40,40,20,20,20,20
AL092004,2004-09-06T00:00:00Z,120,120,100,100,50,50,50,50,30,30,30,30
AL092004,2004-09-06T06:00:00Z,120,120,100,100,50,50,50,50,30,30,30,30
AL092004,2004-09-06T12:00:00Z,120,120,100,120,50,50,50,50,30,30,30,30
AL092004,2004-09-06T18:00:00Z,120,50,50,120,75,20,20,75,45,NA,NA,45
AL092004,2004-09-07T00:00:00Z,140,50,50,140,75,20,20,90,60,NA,NA,60
AL092004,2004-09-07T06:00:00Z,140,60,60,140,90,30,30,90,60,15,15,60
AL092004,2004-09-07T12:00:00Z,140,60,60,140,90,30,30,90,60,15,15,60
AL092004,2004-09-07T18:00:00Z,140,125,30,140,100,75,25,100,60,15,15,60
AL092004,2004-09-08T00:00:00Z,140,125,50,140,100,75,35,100,60,20,20,60
AL092004,2004-09-08T06:00:00Z,140,125,50,140,100,75,35,100,60,20,20,60
AL092004,2004-09-08T12:00:00Z,140,125,50,140,100,75,35,100,60,20,20,60
AL092004,2004-09-08T18:00:00Z,140,125,50,140,100,75,35,100,60,20,20,60
AL092004,2004-09-09T00:00:00Z,140,125,75,140,100,75,35,100,50,25,25,50
AL092004,2004-09-09T06:00:00Z,140,125,75,140,100,75,35,100,50,25,25,50
AL092004,2004-09-09T12:00:00Z,140,125,75,140,100,75,35,100,50,25,25,50
AL092004,2004-09-09T18:00:00Z,150,75,60,140,60,60,45,60,30,30,25,30
AL092004,2004-09-10T00:00:00Z,150,90,90,150,125,60,60,60,45,35,30,45
AL092004,2004-09-10T06:00:00Z,150,90,90,150,125,60,60,60,45,35,30,45
AL092004,2004-09-10T12:00:00Z,150,90,90,150,75,50,50,75,50,25,25,40
AL092004,2004-09-10T18:00:00Z,150,90,90,150,75,50,50,75,50,25,25,40
AL092004,2004-09-11T00:00:00Z,150,90,90,150,75,50,50,75,50,40,30,40
AL092004,2004-09-11T06:00:00Z,150,100,100,150,60,60,60,60,40,30,30,40
AL092004,2004-09-11T12:00:00Z,150,100,100,150,60,60,60,60,40,30,30,40
AL092004,2004-09-11T18:00:00Z,150,100,100,150,75,60,60,75,60,30,30,60
AL092004,2004-09-12T00:00:00Z,150,100,100,150,90,75,60,90,60,60,30,60
AL092004,2004-09-12T06:00:00Z,150,100,100,150,100,70,70,95,80,45,25,55
AL092004,2004-09-12T12:00:00Z,150,120,100,150,100,90,70,90,80,60,45,55
AL092004,2004-09-12T18:00:00Z,150,120,100,150,100,90,70,90,80,60,45,55
AL092004,2004-09-13T00:00:00Z,175,150,125,150,125,100,75,100,80,60,50,60
AL092004,2004-09-13T06:00:00Z,175,150,125,125,125,90,60,75,90,75,40,50
AL092004,2004-09-13T12:00:00Z,180,150,125,125,125,90,60,75,90,75,40,50
AL092004,2004-09-13T18:00:00Z,190,175,140,150,125,110,90,100,100,85,70,75
AL092004,2004-09-14T00:00:00Z,175,175,125,150,125,110,70,100,85,85,50,75
AL092004,2004-09-14T06:00:00Z,175,175,125,150,125,110,70,100,85,85,50,75
AL092004,2004-09-14T12:00:00Z,225,175,150,200,125,110,70,100,85,85,50,75
AL092004,2004-09-14T18:00:00Z,225,175,150,200,175,125,75,125,90,90,60,75
AL092004,2004-09-15T00:00:00Z,225,175,150,200,175,125,75,125,90,90,60,75
AL092004,2004-09-15T06:00:00Z,225,175,150,200,175,125,75,125,90,90,60,75
AL092004,2004-09-15T12:00:00Z,225,250,150,175,150,100,90,100,90,90,75,75
AL092004,2004-09-15T18:00:00Z,225,250,125,150,125,100,100,100,90,90,75,75
AL092004,2004-09-16T00:00:00Z,225,250,125,150,125,125,100,100,90,90,75,75
AL092004,2004-09-16T06:00:00Z,225,250,125,100,125,125,100,75,90,90,75,50
AL092004,2004-09-16T12:00:00Z,100,250,125,75,65,125,50,40,45,45,35,25
AL092004,2004-09-16T18:00:00Z,60,60,40,40,20,20,NA,NA,NA,NA,NA,NA
AL092004,2004-09-19T00:00:00Z,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-19T06:00:00Z,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-19T12:00:00Z,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-19T18:00:00Z,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-20T00:00:00Z,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-20T06:00:00Z,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-23T00:00:00Z,75,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-23T06:00:00Z,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092004,2004-09-23T12:00:00Z,60,60,20,40,20,NA,NA,20,NA,NA,NA,NA
AL092004,2004-09-23T18:00:00Z,50,50,20,40,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-14T12:00:00Z,30,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-14T18:00:00Z,35,35,35,35,15,15,15,15,NA,NA,NA,NA
AL112004,2004-09-15T00:00:00Z,35,35,35,35,15,15,15,15,NA,NA,NA,NA
AL112004,2004-09-15T06:00:00Z,35,35,35,35,15,15,15,15,NA,NA,NA,NA
AL112004,2004-09-15T12:00:00Z,50,50,50,50,20,20,20,20,NA,NA,NA,NA
AL112004,2004-09-15T18:00:00Z,60,60,60,60,20,20,20,20,NA,NA,NA,NA
AL112004,2004-09-16T00:00:00Z,60,30,60,60,20,10,20,20,NA,NA,NA,NA
AL112004,2004-09-16T06:00:00Z,35,20,20,35,15,NA,NA,15,NA,NA,NA,NA
AL112004,2004-09-16T12:00:00Z,35,20,20,35,25,NA,NA,25,20,NA,NA,20
AL112004,2004-09-16T18:00:00Z,60,60,30,60,30,30,NA,30,20,NA,NA,20
AL112004,2004-09-17T00:00:00Z,60,60,30,60,30,30,15,30,NA,NA,NA,NA
AL112004,2004-09-17T06:00:00Z,60,60,30,60,30,30,15,30,NA,NA,NA,NA
AL112004,2004-09-17T12:00:00Z,175,150,NA,75,100,NA,NA,50,NA,NA,NA,NA
AL112004,2004-09-18T00:00:00Z,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-18T06:00:00Z,75,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-18T12:00:00Z,75,50,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-18T18:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-19T00:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-19T06:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-19T12:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-19T18:00:00Z,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-20T00:00:00Z,75,75,75,75,25,25,NA,NA,NA,NA,NA,NA
AL112004,2004-09-20T06:00:00Z,90,75,75,75,60,40,NA,NA,NA,NA,NA,NA
AL112004,2004-09-20T12:00:00Z,90,80,80,80,60,40,40,40,NA,NA,NA,NA
AL112004,2004-09-20T18:00:00Z,90,80,80,90,60,40,50,50,20,20,20,20
AL112004,2004-09-21T00:00:00Z,90,90,90,90,60,60,60,60,20,20,20,20
AL112004,2004-09-21T06:00:00Z,90,90,90,105,60,60,60,75,30,30,30,45
AL112004,2004-09-21T12:00:00Z,90,90,90,105,60,60,60,70,30,30,30,40
AL112004,2004-09-21T18:00:00Z,90,90,90,105,60,60,60,70,30,30,30,40
AL112004,2004-09-22T00:00:00Z,90,90,90,100,60,60,60,70,30,30,30,40
AL112004,2004-09-22T06:00:00Z,100,100,100,110,60,60,60,70,30,30,30,40
AL112004,2004-09-22T12:00:00Z,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,2004-09-22T18:00:00Z,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,2004-09-23T00:00:00Z,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,2004-09-23T06:00:00Z,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,2004-09-23T12:00:00Z,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,2004-09-23T18:00:00Z,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,2004-09-24T00:00:00Z,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,2004-09-24T06:00:00Z,105,105,105,120,70,70,70,80,35,30,35,40
AL112004,2004-09-24T12:00:00Z,120,105,105,130,70,70,70,80,35,35,35,40
AL112004,2004-09-24T18:00:00Z,120,105,105,130,70,70,70,80,35,35,35,40
AL112004,2004-09-25T00:00:00Z,180,120,105,130,100,70,70,80,60,45,45,60
AL112004,2004-09-25T06:00:00Z,180,120,105,130,100,70,70,90,60,45,45,60
AL112004,2004-09-25T12:00:00Z,180,120,75,130,100,70,50,90,60,45,30,60
AL112004,2004-09-25T18:00:00Z,180,120,85,150,100,70,50,90,60,45,30,60
AL112004,2004-09-26T00:00:00Z,180,150,125,150,100,90,70,90,60,60,50,60
AL112004,2004-09-26T06:00:00Z,180,125,125,150,100,75,60,75,60,50,40,50
AL112004,2004-09-26T12:00:00Z,150,125,125,150,75,75,60,75,30,NA,NA,25
AL112004,2004-09-26T18:00:00Z,150,125,100,150,75,75,60,75,NA,NA,NA,NA
AL112004,2004-09-27T00:00:00Z,150,130,75,75,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-27T06:00:00Z,175,175,90,60,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-27T12:00:00Z,175,175,90,60,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-29T06:00:00Z,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112004,2004-09-29T12:00:00Z,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL122004,2004-09-16T18:00:00Z,30,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL122004,2004-09-17T00:00:00Z,40,30,40,40,NA,NA,NA,NA,NA,NA,NA,NA
AL122004,2004-09-17T06:00:00Z,60,50,40,60,20,NA,NA,20,NA,NA,NA,NA
AL122004,2004-09-17T12:00:00Z,60,60,50,60,20,NA,NA,20,NA,NA,NA,NA
AL122004,2004-09-17T18:00:00Z,75,75,50,75,20,20,20,20,NA,NA,NA,NA
AL122004,2004-09-18T00:00:00Z,75,75,60,75,25,20,20,25,15,10,10,15
